,0,Symbol,0.1,Symbol.1,0,Symbol
0,http://www.reuters.com/finance/stocks/companyNews?symbol=RAI&date=06292014,RAI,http://www.reuters.com/finance/stocks/companyNews?symbol=RHI&date=12082015,RHI,http://www.reuters.com/finance/stocks/companyNews?symbol=RCL&date=05152014,RCL
