,movie_id,vote
509,2712748,9
510,2712751,6
511,2712756,492
512,2712764,7
513,2712773,236
514,2712779,61
515,2712798,451
516,2712814,15
517,2712822,9152
518,2712825,7
519,2712845,428
520,2712897,93
521,2712921,500
522,2712922,40
523,2712934,27
524,2712925,9
525,2712927,7
526,2712928,7
527,2713016,284
528,2712836,5
529,2712855,10
530,2712874,11
531,2712961,432
532,2713071,43
533,2713072,97
534,2713074,9
535,2713094,11
536,2713095,4317
537,2713133,7
538,2713139,6
539,2713146,69
540,2713162,10
541,2713182,156
542,2713196,37
543,2713200,10
544,2713235,23
545,2713297,53
546,2713299,7
547,2713351,7
548,2713346,273
549,2713358,5
550,2713417,10
551,2713437,9
552,2713441,10
553,2713459,6
554,2713461,2382
555,2713492,33
556,2713526,41
557,2713529,25
558,2713545,13
559,2713568,41
560,2713578,20
561,2713595,363
562,2713601,10
563,2713621,20
564,2713626,8
565,2713628,14
566,2713640,31
567,2713684,118
568,2713699,145
569,2713681,61
570,2713702,70
571,2713715,11
572,2713734,2580
573,2713736,97
574,2713748,5
575,2713757,452
576,2713768,550
577,2713765,8
578,2713776,140
579,2713780,388
580,2713784,152
581,2713827,192
582,2713864,15
583,2713866,23
584,2713870,250
585,2713899,342
586,2713903,70479
587,2713927,22
588,2713928,93
589,2713966,602
590,2713993,363
591,2714024,12
592,2714030,27
593,2714056,5
594,2714066,47
595,2714067,5
596,2714072,18
597,2714075,53
598,2714089,132
599,2714108,7
600,2714127,20
601,2714130,5
602,2714134,1879
603,2714165,24
604,2714188,6
605,2714199,24
606,2714203,24
607,2714220,299
608,2714235,70
609,2714238,5
610,2714239,13
611,2714269,268
612,2714275,369
613,2714297,19
614,2714298,69
615,2714301,28
616,2714326,92
617,2713762,38
618,2713837,6
619,2713855,1558
620,2713897,14
621,2713922,9
622,2713989,29
623,2714012,76
624,2714107,8
625,2714148,104
626,2714179,24
627,2714341,5
628,2714350,19
629,2714354,33
630,2714374,111
631,2714392,21
632,2714414,5
633,2714426,14
634,2714428,72
635,2714429,15
636,2714434,14
637,2714443,6
638,2714472,764
639,2714483,6
640,2714492,6
641,2714497,68
642,2714510,12
643,2714518,8
644,2714528,39
645,2714542,144
646,2714555,14
647,2714561,78869
648,2714571,27
649,2714576,2996
650,2714597,10
651,2714605,7
652,2714607,20
653,2714640,254
654,2714649,8
655,2714467,61
656,2714562,9
657,2714623,97
658,2714662,81
659,2714671,27
660,2714687,13
661,2714722,365
662,2714691,12
663,2714733,12
664,2714740,141
665,2714757,228776
666,2714766,16
667,2714785,11
668,2714786,59
669,2714788,5666
670,2714803,70
671,2714807,5562
672,2714820,44
673,2714815,104
674,2714833,7
675,2714835,5
676,2714846,33
677,2714857,44
678,2714861,15
679,2714876,95
680,2714890,155
681,2714892,12
682,2714896,28
683,2714899,128
684,2714914,112
685,2714915,87
686,2714929,844
687,2714935,221
688,2714950,7
689,2714953,6
690,2715004,50
691,2715023,9
692,2715000,1171
693,2715002,5
694,2715055,263
695,2715081,22
696,2715085,245
697,2715088,410
698,2715094,13399
699,2715098,38
700,2715113,6
701,2715114,12
702,2715131,25
703,2715140,19
704,2715142,539
705,2715145,12
706,2715146,15
707,2715155,32
708,2715156,13
709,2715159,28
710,2715176,75
711,2715177,160
712,2715208,43
713,2715210,87
714,2715220,1051
715,2715222,27
716,2715230,17
717,2715232,6
718,2715234,1605
719,2715235,9
720,2715283,110
721,2715287,9
722,2715299,20
723,2715321,19
724,2715334,9
725,2715350,11
726,2715351,12
727,2715368,15
728,2715369,1930
729,2715388,27
730,2715398,925
731,2715402,7
732,2715423,9
733,2715461,28
734,2715485,244
735,2715497,1016
736,2715546,7
737,2715588,7
738,2715620,293
739,2715643,14
740,2715656,74
741,2715671,10
742,2715679,14
743,2715711,567
744,2715585,10
745,2715766,20
746,2715789,27
747,2715804,1581
748,2715805,42
749,2715817,7
750,2715847,24
751,2715851,9
752,2715852,6
753,2715862,30
754,2715867,29
755,2715888,18
756,2715915,5
757,2715922,7
758,2715930,6548
759,2715933,7
760,2715974,1379
761,2715983,614
762,2715985,6
763,2716002,339
764,2716003,202
765,2716019,168
766,2716032,18
767,2716036,5
768,2716046,67329
769,2716061,7
770,2716084,35
771,2716090,27
772,2716125,52
773,2716140,60
774,2716197,8
775,2716210,145
776,2716220,19869
777,2716219,16
778,2716226,12
779,2716236,48
780,2716267,2029
781,2716269,5
782,2716274,118699
783,2716278,7
784,2716280,8
785,2716282,169
786,2716283,8
787,2716295,10
788,2716330,11
789,2716382,170
790,2716388,13
791,2716413,6
792,2716418,48
793,2716419,20
794,2716432,4110
795,2716434,138
796,2716461,17
797,2716469,1278
798,2716471,15
799,2716481,38
800,2716487,6
801,2716440,8
802,2716516,11
803,2716569,22
804,2716573,23
805,2716602,198
806,2716614,25
807,2716625,12204
808,2716638,5
809,2716663,5319
810,2716665,17
811,2716671,50
812,2716714,51
813,2716734,15
814,2716749,17
815,2716752,25
816,2716753,12
817,2716760,17
818,2716827,20
819,2716828,17
820,2716838,53
821,2716844,165
822,2716851,213
823,2716865,565
824,2716874,79
825,2716893,56
826,2716610,965
827,2716637,19
828,2716643,9
829,2716880,9923
830,2716910,35
831,2716924,27
832,2716931,84
833,2716934,64
834,2716940,11
835,2716947,125
836,2716990,207
837,2716993,5
838,2717045,101
839,2717046,154
840,2716999,32
841,2717066,7
842,2717101,1411
843,2717157,33
844,2717164,273488
845,2717201,1515
846,2717193,121
847,2717195,8
848,2717239,9
849,2717260,2687
850,2717265,106
851,2717272,6
852,2717309,19
853,2717325,859
854,2717337,5
855,2717358,50
856,2717364,29
857,2717379,6
858,2717374,67
859,2717403,5
860,2717414,8
861,2717447,5
862,2717450,8
863,2717455,29
864,2717458,14
865,2717483,8
866,2717485,5
867,2717505,25
868,2717518,16
869,2717519,23
870,2717547,143
871,2717541,10
872,2717554,7
873,2717561,9
874,2717586,11578
875,2717589,29
876,2717590,101
877,2717594,6
878,2717600,33
879,2717606,534
880,2717608,14
881,2717640,6
882,2717643,12
883,2717647,8
884,2717668,550
885,2717671,20
886,2717672,30
887,2717683,343
888,2717690,30
889,2717697,12
890,2717719,653
891,2717727,6875
892,2717730,32
893,2717615,7
894,2717629,180
895,2717708,8
896,2717742,562
897,2717743,28
898,2717753,20
899,2717763,354
900,2717765,40
901,2717816,6
902,2717817,12
903,2717828,71
904,2717832,10
905,2717853,1291
906,2717897,13
907,2717907,453
908,2718002,56
909,2718016,97
910,2718019,77
911,2718041,23
912,2718077,6
913,2718102,13
914,2718104,9
915,2718119,6
916,2718138,13
917,2718150,9
918,2718179,10
919,2718198,12
920,2718203,6
921,2718216,221
922,2718218,7407
923,2718221,180
924,2718224,3499
925,2718239,155
926,2718241,1007
927,2718252,8
928,2718255,7
929,2718271,127
930,2718284,9
931,2718326,37
932,2718333,178
933,2718343,4252
934,2718345,16
935,2718351,6
936,2718353,68
937,2718357,393
938,2718358,6
939,2718380,1677
940,2718392,5
941,2718409,809
942,2718419,929
943,2718421,12
944,2718451,14
945,2718459,19
946,2718484,100
947,2718220,12
948,2718236,3937
949,2718294,45
950,2718304,3033
951,2718321,51
952,2718325,1742
953,2718398,9
954,2718432,107
955,2718435,21
956,2718447,446
957,2718449,5
958,2718520,6834
959,2718530,11
960,2718553,6
961,2718559,5
962,2718627,5
963,2718633,23
964,2718647,590
965,2718648,9
966,2718621,7
967,2718655,7
968,2718657,592
969,2718677,28
970,2718686,14
971,2718688,5
972,2718700,8
973,2718704,14
974,2718746,5
975,2718763,15
976,2718775,11
977,2718804,88
978,2718817,197
979,2718847,86
980,2718848,1225
981,2718850,12
982,2718874,59
983,2718879,52
984,2718880,16
985,2718888,7
986,2718917,7
987,2718929,45
988,2718969,15
989,2718972,7
990,2718996,6
991,2719004,450
992,2719012,27
993,2719031,23
994,2719035,7
995,2719038,1088
996,2719054,39
997,2718910,36
998,2718975,314
999,2719011,8
1000,2719014,407
1001,2719021,611
1002,2719084,7
1003,2719098,1439
1004,2719108,6
1005,2719116,9
1006,2719132,6
1007,2719129,569
1008,2719170,5
1009,2719172,8
1010,2719178,54
1011,2719194,15
1012,2719210,26
1013,2719213,28
1014,2719239,13
1015,2719241,106
1016,2719259,22
1017,2719267,8
1018,2719269,9
1019,2719280,50
1020,2719281,5
1021,2719283,2720
1022,2719289,12
1023,2719295,5
1024,2719309,113
1025,2719310,105
1026,2719317,33
1027,2719328,23
1028,2719351,324
1029,2719352,5
1030,2719389,44
1031,2719411,27
1032,2719435,155
1033,2719452,14
1034,2719456,209
1035,2719466,330
1036,2719470,36
1037,2719490,39
1038,2719504,98
1039,2719510,6
1040,2719516,21
1041,2719523,10
1042,2719528,42
1043,2719440,28
1044,2719448,22
1045,2719484,123
1046,2719495,3429
1047,2719538,5
1048,2719557,5
1049,2719567,203
1050,2719569,49
1051,2719571,19
1052,2719573,2122
1053,2719581,349
1054,2719590,19
1055,2719608,36
1056,2719612,11
1057,2719621,158
1058,2719631,15
1059,2719672,44
1060,2719688,22
1061,2719691,2212
1062,2719695,1067
1063,2719713,87
1064,2719724,30
1065,2719727,103
1066,2719749,8
1067,2719750,75
1068,2719780,31
1069,2719815,15
1070,2719832,105
1071,2719858,887
1072,2719865,2878
1073,2719867,61
1074,2719863,237
1075,2719886,174
1076,2719887,225
1077,2719942,17171
1078,2719944,5
1079,2719947,8
1080,2719949,18
1081,2719974,125
1082,2719980,5
1083,2719999,18
1084,2720015,14
1085,2720035,32
1086,2720067,25
1087,2720095,128
1088,2720100,239
1089,2720110,7
1090,2720140,10
1091,2720200,6
1092,2720203,10
1093,2720211,27
1094,2720222,667
1095,2720234,6
1096,2720248,15
1097,2720254,7
1098,2720375,5
1099,2720382,2524
1100,2720415,411
1101,2720427,2830
1102,2720432,15
1103,2720433,6
1104,2720505,13
1105,2720532,6
1106,2720557,55
1107,2720563,23
1108,2720566,42
1109,2720608,13
1110,2720610,287
1111,2720614,7
1112,2720615,75
1113,2720620,194
1114,2720625,11
1115,2720658,167
1116,2720667,16
1117,2720685,381
1118,2720692,82
1119,2720703,7
1120,2720737,13297
1121,2720738,5
1122,2720740,42
1123,2720744,5
1124,2720754,6
1125,2720760,20
1126,2720763,31
1127,2720774,8
1128,2720785,46
1129,2720801,8
1130,2720805,9
1131,2720818,335
1132,2720832,9985
1133,2720846,1036
1134,2720868,11
1135,2720878,913
1136,2720881,6
1137,2720882,1672
1138,2720933,11
1139,2720936,10
1140,2720906,182
1141,2720956,74
1142,2720989,431
1143,2721026,57
1144,2721028,14
1145,2721056,11
1146,2721132,13
1147,2721149,5
1148,2721216,5
1149,2721217,5
1150,2721218,7
1151,2721215,41
1152,2721221,7
1153,2721239,186
1154,2721256,10
1155,2721314,37
1156,2721315,8
1157,2721332,8
1158,2721343,14
1159,2721351,328
1160,2721366,6
1161,2721394,15
1162,2721403,13
1163,2721444,5
1164,2721456,108
1165,2721461,5
1166,2721466,10
1167,2721554,7
1168,2721563,7
1169,2721571,544
1170,2721601,17
1171,2721608,8
1172,2721611,5
1173,2721619,27
1174,2721625,13
1175,2721654,54
1176,2721745,860
1177,2721806,533
1178,2721819,18
1179,2721821,10
1180,2721828,5
1181,2721829,5
1182,2721927,188
1183,2721938,65
1184,2722002,27
1185,2722046,20
1186,2722016,20
1187,2722033,10
1188,2722067,29
1189,2722077,24
1190,2722116,8799
1191,2722143,143
1192,2722181,25
1193,2722196,8
1194,2722199,5
1195,2722203,6
1196,2722266,968
1197,2722294,8
1198,2722295,5
1199,2722309,26
1200,2722310,17
1201,2722316,8
1202,2722323,24
1203,2722398,11
1204,2722467,6
1205,2722481,15
1206,2722596,5
1207,2722611,74
1208,2722630,24
1209,2722656,71
1210,2722687,29
1211,2722714,109
1212,2722726,4148
1213,2722764,308
1214,2722792,223
1215,2722797,30
1216,2722786,8
1217,2722811,7
1218,2722819,19
1219,2722825,6
1220,2722832,8
1221,2722835,23
1222,2722838,45
1223,2722847,6
1224,2722865,6
1225,2722899,9
1226,2722906,21
1227,2722956,8
1228,2722978,19
1229,2723075,5
1230,2723089,8
1231,2723125,424
1232,2723152,54
1233,2723217,23
1234,2723222,13
1235,2723223,8
1236,2723229,1885
1237,2723233,5
1238,2723274,5
1239,2723300,5
1240,2723303,32
1241,2723366,17
1242,2723378,13
1243,2723402,5
1244,2723435,32
1245,2723482,5
1246,2723495,268
1247,2723567,522
1248,2723569,143
1249,2723638,8
1250,2723640,44
1251,2723708,13
1252,2723734,12
1253,2723825,176
1254,2723873,6
1255,2723891,8
1256,2723975,63
1257,2725352,6
1258,2724003,9
1259,2724020,15
1260,2724085,76
1261,2724091,81804
1262,2724134,14
1263,2724143,40
1264,2724148,37
1265,2724152,414
1266,2724154,643
1267,2724162,24
1268,2724182,22
1269,2724203,152
1270,2724207,87
1271,2724231,7
1272,2724230,27
1273,2724238,159
1274,2724247,9
1275,2724417,11
1276,2724418,12
1277,2724678,5
1278,2724685,5
1279,2724340,36
1280,2724454,6
1281,2724635,8
1282,2724481,6
1283,2724583,5
1284,2724611,6
1285,2724529,16
1286,2724532,39
1287,2724646,5
1288,2724718,7
1289,2724795,9
1290,2724876,6
1291,2724889,106
1292,2724929,37
1293,2724946,6
1294,2724956,95
1295,2724963,25
1296,2724982,51
1297,2725000,5
1298,2725014,8
1299,2725035,7
1300,2725053,28
1301,2725065,16
1302,2725106,12
1303,2725162,14
1304,2725179,37
1305,2725189,42
1306,2725311,25
1307,2725358,15
1308,2725362,22
1309,2725398,64
1310,2725385,15
1311,2725454,112
1312,2725476,10
1313,2725574,6
1314,2725581,62
1315,2725618,7
1316,2725632,6
1317,2725660,28
1318,2725684,7
1319,2725691,5
1320,2725697,8
1321,2725715,12
1322,2725728,13
1323,2725734,6
1324,2725753,10
1325,2725833,53
1326,2725844,16
1327,2725860,43
1328,2725875,323
1329,2725891,20
1330,2725938,17
1331,2725976,11
1332,2725981,6
1333,2726006,51
1334,2726021,23
1335,2726043,41
1336,2726064,10
1337,2726073,110
1338,2726115,8
1339,2726167,38
1340,2726172,11442
1341,2726173,24
1342,2726202,284
1343,2726219,5
1344,2726230,367
1345,2726238,8
1346,2726250,100
1347,2726275,15
1348,2726283,48
1349,2726292,6
1350,2726307,22
1351,2726324,13
1352,2726331,5
1353,2726362,626
1354,2726425,6
1355,2726441,10363
1356,2726442,32
1357,2726489,7
1358,2726492,8
1359,2726509,140
1360,2726512,7258
1361,2726516,160
1362,2726573,6
1363,2726574,7
1364,2726575,1194
1365,2726577,8
1366,2726579,5
1367,2726596,172
1368,2726601,16
1369,2726626,8
1370,2726616,8
1371,2726648,9
1372,2726667,8
1373,2726679,215
1374,2726688,6
1375,2726711,5
1376,2726734,91
1377,2726735,107
1378,2726796,5
1379,2726816,8
1380,2726847,64
1381,2726892,113
1382,2726890,55
1383,2726938,1654
1384,2727024,60
1385,2727118,44
1386,2727128,68
1387,2727160,37
1388,2727177,12
1389,2727192,611
1390,2727276,39
1391,2727299,50
1392,2727304,23
1393,2727328,5
1394,2727348,82
1395,2727447,7
1396,2727494,22
1397,2727536,211
1398,2727565,6
1399,2727570,38
1400,2727626,19
1401,2727649,11
1402,2727637,5
1403,2727690,95
1404,2727669,15
1405,2727766,52
1406,2727767,10
1407,2727768,3790
1408,2727777,8
1409,2727787,48
1410,2727788,6
1411,2727793,6
1412,2727826,9
1413,2727827,18402
1414,2727728,5
1415,2727729,9
1416,2727732,5
1417,2727721,32
1418,2727762,676
1419,2727896,6
1420,2727922,30
1421,2727937,9
1422,2727953,4166
1423,2727993,13
1424,2727996,25
1425,2727998,7
1426,2728003,5
1427,2728021,13
1428,2728041,109
1429,2728062,19
1430,2728064,6
1431,2728070,5
1432,2728080,167447
1433,2728149,10
1434,2728155,6
1435,2728168,6249
1436,2728185,18362
1437,2728222,7
1438,2728282,5
1439,2728285,7
1440,2728286,12
1441,2728322,111
1442,2728372,12
1443,2728400,159
1444,2728412,41
1445,2728418,12
1446,2728443,38
1447,2728461,9
1448,2728455,10
1449,2728489,109
1450,2728490,5
1451,2728492,175
1452,2728516,27
1453,2728622,31
1454,2728629,18
1455,2728651,16
1456,2728678,6
1457,2728683,13
1458,2728711,5
1459,2728758,35143
1460,2728759,14945
1461,2728770,7
1462,2728763,2234
1463,2728767,334
1464,2728772,162
1465,2728775,10
1466,2728780,10
1467,2728781,5
1468,2728782,5
1469,2728811,10
1470,2728820,8
1471,2728837,5
1472,2728839,242
1473,2728847,5
1474,2728849,7
1475,2728867,21
1476,2728899,5
1477,2728918,5
1478,2728969,5
1479,2729026,268
1480,2729052,1566
1481,2729086,233
1482,2729122,35
1483,2729126,18451
1484,2729137,6
1485,2729168,8
1486,2729204,45
1487,2729216,8
1488,2729224,34
1489,2729241,46
1490,2729243,44
1491,2729230,86
1492,2729322,72
1493,2729335,5
1494,2729313,7
1495,2729338,54
1496,2729340,6
1497,2729359,15
1498,3971481,28
1499,2729387,6
1500,2729411,93
1501,2729450,32
1502,2729470,5
1503,2729507,7
1504,2729513,15
1505,2729522,16
1506,2729609,5
1507,2729621,23
1508,2729668,18
1509,2729666,22
1510,2729675,7
1511,2729671,16
1512,2729711,555
1513,2729730,12
1514,2729855,5
1515,2729873,10
1516,2729875,7
1517,2729886,8
1518,2729891,7
1519,2729882,6
1520,2729924,202
1521,2729926,37
1522,2729931,13
1523,2729956,5
1524,2729978,298
1525,2729990,53
1526,2730037,14
1527,2730091,5
1528,2730264,11
1529,2730286,14
1530,2730314,7
1531,2730336,29
1532,2730352,15
1533,2730394,11251
1534,2730415,51
1535,2730418,35
1536,2730428,5
1537,2730466,23
1538,2730476,1295
1539,2730482,21
1540,2730530,9
1541,2730546,14
1542,2730581,14
1543,2730553,10
1544,2730574,6
1545,2730598,19
1546,2730607,9
1547,2730629,1276
1548,2730733,8
1549,2730741,63
1550,2730681,8
1551,2730703,33
1552,2730812,11
1553,2730820,96
1554,2730827,10
1555,2730828,32
1556,2730839,6
1557,2730919,26
1558,2730921,26
1559,2730955,2327
1560,2730937,23137
1561,2730967,13209
1562,2730978,85
1563,2730981,236
1564,2730985,5
1565,2731013,292
1566,2731024,12
1567,2731080,7
1568,2731089,8
1569,2731098,9
1570,2731105,6
1571,2731132,6
1572,2731141,7
1573,2731165,5
1574,2731261,22516
1575,2731269,14
1576,2731286,84
1577,2731297,7
1578,2731304,99
1579,2731314,16
1580,2731319,25332
1581,2731334,115
1582,2731322,127
1583,2731369,12
1584,2731445,36
1585,2731461,8
1586,2731462,5
1587,2731465,8
1588,2731474,19
1589,2731479,20
1590,2731505,6
1591,2731540,10
1592,2731548,80
1593,2731557,5
1594,2731600,7
1595,2731663,25
1596,2731678,17
1597,2731675,5
1598,2731677,12
1599,2731734,4352
1600,2731749,75
1601,2731762,15
1602,2731822,5
1603,2731877,13
1604,2731880,5
1605,2731897,40
1606,2731906,7
1607,2731948,8
1608,3971482,14
1609,2732015,10
1610,2732022,6
1611,2732024,119
1612,2732029,6
1613,2732043,17
1614,2731923,13
1615,2731979,24
1616,2731985,5
1617,2732011,9
1618,2732061,7
1619,2732131,13
1620,2732129,9
1621,2732135,25
1622,2732238,11
1623,2732244,392
1624,2732301,695
1625,2732317,129
1626,2732350,11
1627,2732354,7
1628,2732364,371
1629,2732372,10
1630,2732373,15
1631,2732376,10
1632,2732402,9
1633,2732404,61
1634,2732430,6
1635,2732453,9
1636,2732476,161
1637,2732498,11
1638,2732527,4082
1639,2732550,6
1640,2732592,5
1641,2732721,77
1642,2732745,11
1643,2732761,10
1644,2732775,8
1645,2732798,149
1646,2732826,35
