,movie_id,vote
6938,2832084,14
6939,2832278,10
6940,2832388,24
6941,2832441,3662
6942,2832511,271
6943,2832531,8
6944,2832687,10
6945,2832689,101
6946,2832696,30
6947,2832717,22
6948,2832725,309
6949,2832742,55
6950,2832757,62
6951,2832870,263
6952,2832906,5
6953,2832913,5
6954,2832917,6
6955,2832918,6622
6956,2832928,6
6957,2832929,6
6958,2832945,1895
6959,2832950,7
6960,2832983,1599
6961,2832985,17
6962,2832999,5
6963,2833012,46
6964,2833017,685
6965,2833020,7
6966,2833047,5
6967,2833051,13
6968,2833055,693
6969,2833058,14
6970,2833085,6
6971,2833086,6
6972,2833088,111
6973,2833112,19
6974,2833134,5
6975,2833173,47
6976,2833176,86
6977,2833189,49
6978,2833208,33
6979,2833213,7
6980,2833221,6
6981,2833236,6
6982,2833275,41
6983,2833313,11428
6984,2833351,218
6985,2833373,8
6986,2833375,11
6987,2833390,6
6988,2833397,5
6989,2833398,111
6990,2833416,9
6991,2833417,339
6992,2833355,8
6993,2833412,6
6994,2833436,7
6995,2833444,1086
6996,2833465,27
6997,2833468,5
6998,2833485,13
6999,2833520,5
7000,2833522,8
7001,2833569,77
7002,2833598,7
7003,2833613,18
7004,2833688,24
7005,2833720,12
7006,2833733,9
7007,2833749,16
7008,2833769,8
7009,2833827,6
7010,2833830,6
7011,2833838,90
7012,2833844,9
7013,2833852,14
7014,2834019,15
7015,2834046,9
7016,2834062,8
7017,2834063,9
7018,2834068,30
7019,2834075,809
7020,2834080,27
7021,2834085,26
7022,2834115,7
7023,2833880,183
7024,2833899,9
7025,2833901,16
7026,2833911,10
7027,2833948,10
7028,2833958,6
7029,2833959,5
7030,2833989,9
7031,2834015,7
7032,2834128,10
7033,2834136,1571
7034,2834144,371
7035,2834165,22
7036,2834193,123
7037,2834256,36
7038,2834280,2716
7039,2834307,305
7040,2834313,40
7041,2834321,2380
7042,2834336,7
7043,2834363,9
7044,2834366,97
7045,2834386,18
7046,2834414,1555
7047,2834490,5
7048,2834491,1086
7049,2834493,69
7050,2834494,670
7051,2834498,63
7052,2834522,34
7053,2834526,48
7054,2834538,13
7055,2834569,430
7056,2834578,14
7057,2834605,5
7058,2834618,516
7059,2834683,6
7060,2834693,20
7061,2834724,11
7062,2834741,540
7063,2834761,16
7064,2834762,6
7065,2834766,5
7066,2834773,5
7067,2834776,5
7068,2834800,224
7069,2834808,17
7070,2834812,12
7071,2834816,14
7072,2834849,9
7073,2834850,9
7074,2834853,29
7075,2834862,25
7076,2834874,9
7077,2834880,262
7078,2834898,22
7079,2835360,15
7080,2835381,207
7081,2835389,13
7082,2835414,43
7083,2834908,82
7084,2834914,9
7085,2834924,36
7086,2834927,5
7087,2834946,106
7088,2834959,124
7089,2834980,19
7090,2834981,7
7091,2834989,19
7092,2835002,11
7093,2835009,1168
7094,2835017,99
7095,2835019,16
7096,2835028,10
7097,2835043,10
7098,2835047,18
7099,2835048,157
7100,2835051,8
7101,2835062,8
7102,2835069,55
7103,2835071,16
7104,2835112,11610
7105,2835130,1934
7106,2835132,77
7107,2835209,6737
7108,2835211,11
7109,2835229,10
7110,2835290,5
7111,2835300,15
7112,2835303,256
7113,2835346,6
7114,2835439,89
7115,2835441,9
7116,2835446,294
7117,2835458,52
7118,2835506,501
7119,2835521,152
7120,2835524,86
7121,2835527,58
7122,2835546,22
7123,2835557,16
7124,2835578,56
7125,2835584,35
7126,2835596,5
7127,2835644,576
7128,2835645,691
7129,2835646,42777
7130,2835649,20
7131,2835662,21
7132,2835752,120
7133,2835766,88
7134,2835792,59
7135,2835796,144
7136,2835926,79
7137,2835944,105
7138,2835947,7
7139,2835957,12
7140,2836011,41
7141,2836013,35
7142,2836026,34
7143,2836052,58
7144,2836066,534
7145,2836137,10
7146,2836144,114
7147,2836147,968
7148,2836158,10
7149,2836163,7
7150,2836165,489
7151,2836182,5
7152,2836192,10
7153,2836243,17
7154,2836260,412
7155,2836262,2009
7156,2836266,3545
7157,2836273,1576
7158,2836276,51
7159,2836435,46
7160,2836440,5192
7161,2836530,17
7162,2836537,28
7163,2836538,42
7164,2836355,11
7165,2836603,20
7166,2836655,14
7167,2836694,10
7168,2836680,66
7169,2836685,214
7170,2836689,16
7171,2836705,5
7172,2836712,790
7173,2836736,34
7174,2836777,28
7175,2836791,298
7176,2836792,101
7177,2836794,189
7178,2836828,5
7179,2836840,101
7180,2836842,17
7181,2836853,6
7182,2836870,10
7183,2836876,45
7184,2836899,797
7185,2836969,23
7186,2836972,6
7187,2836980,83
7188,2837011,132
7189,2837041,22
7190,2837052,108
7191,2837091,25
7192,2837092,11
7193,2837114,26
7194,2837116,5
7195,2837129,22
7196,2837135,7
7197,2837140,8
7198,2837148,6
7199,2837163,12
7200,2837171,6
7201,2837174,11
7202,2837214,12
7203,2837234,6
7204,2837247,240
7205,2837254,11
7206,2837256,5
7207,2837257,81
7208,2837250,1103
7209,2837271,7
7210,2837273,10
7211,2837274,24
7212,2837276,5
7213,2837285,16
7214,2837291,17
7215,2837420,5605
7216,2837435,9
7217,2837437,116
7218,2837439,6
7219,2837443,190
7220,2837470,12448
7221,2837499,24
7222,2837498,82
7223,2837544,20
7224,2837767,16
7225,2837770,18
7226,2837780,807
7227,2838069,21
7228,2838072,5
7229,2838209,6
7230,2838274,16
7231,2838275,70
7232,2838282,841
7233,2838292,57888
7234,2838293,31
7235,2838308,773
7236,2838329,27
7237,2838362,6
7238,2838363,21131
7239,2838371,125
7240,2838380,6
7241,2838392,13
7242,2838442,287347
7243,2838446,23
7244,2838492,58
7245,2838508,74
7246,2838542,43
7247,2838551,12
7248,2838553,559
7249,2838571,409
7250,2838574,14
7251,2838596,253
7252,2838617,396
7253,2838629,15365
7254,2838650,20032
7255,2838683,127
7256,2838746,75
7257,2838863,5
7258,2838926,161
7259,2838932,11
7260,2838941,947
7261,2838955,10
7262,2838974,931
7263,2838981,1401
7264,2838988,1471
7265,2839361,13
7266,2839368,50
7267,2839374,5
7268,2839467,247
7269,2838476,29
7270,2838479,127
7271,2838481,8
7272,2838480,5
7273,2839464,13
7274,2839513,107
7275,2839518,8
7276,2839554,16
7277,2839555,408
7278,2839567,63
7279,2839568,152
7280,2839548,9
7281,2839564,46
7282,2839566,47
7283,2839574,150
7284,2839582,8
7285,2839585,1883
7286,2839649,27
7287,2839615,5
7288,2839787,25
7289,2839887,9
7290,2839892,20
7291,2839899,10
7292,2839908,9
7293,2839927,13
7294,2839983,16
7295,2839988,18
7296,2840005,18
7297,2840006,387
7298,2840013,709
7299,2840071,5
7300,2840089,60
7301,2840091,826
7302,2840092,23
7303,2840120,73
7304,2840131,31
7305,2840138,13
7306,2840153,10
7307,2840155,12
7308,2840168,6
7309,2840186,6400
7310,2840212,9
7311,2840218,5
7312,2840250,7
7313,2840276,691
7314,2840275,167
7315,2840298,47
7316,2840342,912
7317,2840454,25
7318,2840461,16
7319,2840478,8
7320,2840540,143
7321,2840530,32
7322,2840609,9198
7323,2840624,20
7324,2840651,9
7325,2840669,59
7326,2840674,235
7327,2840689,26
7328,2840699,11
7329,2840741,83
7330,2840749,7
7331,2840755,349
7332,2840768,13
7333,2840811,20
7334,2840857,7
7335,2840875,248
7336,2840910,589
7337,2840915,7
7338,2840957,13
7339,2840975,157
7340,2840988,9
7341,2841014,17
7342,2841024,53
7343,2841107,7
7344,2841037,258
7345,2841039,8
7346,2841066,6
7347,2841111,9
7348,2841131,16
7349,2841195,29
7350,2841201,11
7351,2841227,9
7352,2841260,95
7353,2841277,170
7354,2841302,13
7355,2841304,1035
7356,2841295,6
7357,2841361,6
7358,2841367,49
7359,2841408,526
7360,2841449,163
7361,2841451,2067
7362,2841454,67
7363,2841469,12
7364,2841506,137
7365,2841507,20
7366,2841517,12
7367,2841529,34
7368,2841544,18
7369,2841595,6
7370,2841613,20
7371,2841685,26
7372,2841694,223
7373,2841709,50
7374,2841788,14464
7375,2841810,119
7376,2841828,12
7377,2841884,12
7378,2841907,5
7379,2841930,262
7380,2841937,22
7381,2841959,778
7382,2841963,20
7383,2841964,7
7384,2841965,231
7385,2841989,84
7386,2841994,51
7387,2842030,7
7388,2842066,561
7389,2842083,27077
7390,2842002,136
7391,2842050,144
7392,2842109,55
7393,2842110,54
7394,2842129,7
7395,2842130,5
7396,2842139,7
7397,2842160,10
7398,2842178,12
7399,2842232,2234
7400,2842233,8
7401,2842241,5
7402,2842251,6
7403,2842258,5
7404,2842181,9
7405,2842193,12
7406,2842211,62
7407,2842279,8
7408,2842281,98
7409,2842291,2862
7410,2842296,255
7411,2842304,7
7412,2842343,406883
7413,2842347,206
7414,2842358,20
7415,2842421,235
7416,2842404,30
7417,2842407,33
7418,2842450,28
7419,2842466,8
7420,2842472,9
7421,2842490,6
7422,2842506,964
7423,2842511,932
7424,2842512,7
7425,2842519,1948
7426,2842522,3520
7427,2842524,9
7428,2842580,5
7429,2842680,44
7430,2842620,7
7431,2842631,5
7432,2842646,26
7433,2842664,366
7434,2842723,16
7435,2842764,5
7436,2842765,6
7437,2842769,37
7438,2842772,115
7439,2842779,5
7440,2842829,13
7441,2842840,5
7442,2842859,5
7443,2842900,753
7444,2842924,36
7445,2842941,86
7446,2842965,17
7447,2842974,32
7448,2842990,19
7449,2843082,66
7450,2843148,26
7451,2843193,12
7452,2843215,35
7453,2843242,6
7454,2843248,11
7455,2843295,760
7456,2843299,7
7457,2843302,492
7458,2843303,50
7459,2843310,1961
7460,2843311,160
7461,2843319,396
7462,2843337,7
7463,2843339,9
7464,2843340,7
7465,2843349,25
7466,2843351,127
7467,2843347,22
7468,2843358,11
7469,2843366,9
7470,2843383,5
7471,2843415,14
7472,2843450,9
7473,2843455,7
7474,2843475,5
7475,2843526,9
7476,2843528,7
7477,2843532,1459
7478,2843538,5
7479,2843552,31
7480,2843564,94
7481,2843566,14
7482,2843665,11
7483,2843611,10
7484,2843647,113
7485,2843668,5
7486,2843684,16
7487,2843690,281
7488,2843706,13
7489,2843707,3828
7490,2843708,28
7491,2843787,18
7492,2843797,23
7493,2843818,1167
7494,2843824,610
7495,2843873,20
7496,2843887,2229
7497,2843888,214
7498,2843910,259
7499,2843960,357
7500,2843968,12
7501,2843992,95
7502,2843994,5
7503,2844003,17
7504,2844004,6
7505,2844026,9
7506,2844043,5
7507,2844044,723
7508,2844078,18
7509,2844111,238
7510,2844113,7
7511,2844118,1863
7512,2844127,5
7513,2844291,12
7514,2844480,126
7515,2844485,39
7516,2844499,5
7517,2844541,9
7518,2844549,24
7519,2844554,76
7520,2844557,27
7521,2844571,8
7522,2844608,23
7523,2844609,12
7524,2844611,5
7525,2844647,85
7526,2844662,6
7527,2844674,1664
7528,2844678,29
7529,2844692,8
7530,2844706,40
7531,2844733,9
7532,2844777,7
7533,2844779,14
7534,2844844,547
7535,2844870,166
7536,2844916,11
7537,2844963,9
7538,2845008,18
7539,2845070,5
7540,2845082,24
7541,2845085,17
7542,2845095,8
7543,2845100,7
7544,2845143,166
7545,2845159,13
7546,2845188,13
7547,2845203,6
7548,2845263,52
7549,2845289,82
7550,2845300,191
7551,2845301,9315
7552,2845302,122
7553,2845322,12
7554,2845323,9
7555,2845324,6
7556,2845348,20
7557,2845354,33
7558,2845364,19
7559,2845367,8
7560,2845386,9
7561,2845401,6
7562,2845409,11
7563,2845434,14
7564,2845455,27
7565,2845456,25
7566,2845682,64
7567,2845760,20
7568,2845775,21
7569,2845794,23
7570,2845795,16
7571,2845796,7
7572,2845800,122692
7573,2845834,11
7574,2845835,129
7575,2845846,6
7576,2845847,25
7577,2845877,7
7578,2845900,107
7579,2845901,896
7580,2845930,1648
7581,2845940,22
7582,2845946,399
7583,2845994,12
7584,2845996,5
7585,2846032,1764
7586,2846033,8
7587,2846064,13
7588,2846128,709
7589,2846207,18
7590,2846219,258
7591,2846222,6617
7592,2846242,7
7593,2846251,1724
7594,2846271,6
7595,2846280,11
7596,2846281,15
7597,2846304,25779
7598,2846306,5
7599,2846334,7
7600,2846352,10
7601,2846363,132
7602,2846380,77
7603,2846405,6
7604,2846411,8
7605,2846433,18
7606,2846470,46
7607,2846493,5
7608,2846501,9
7609,2846505,42
7610,2846509,22
7611,2846517,10
7612,2846518,17
7613,2846520,137
7614,2846568,5
7615,2846571,5
7616,2846631,18
7617,2846634,111
7618,2846668,33
7619,2846671,28
7620,2846723,520
7621,2844192,13
7622,2844195,58
7623,2844257,5
7624,2844266,5
7625,2844910,5
7626,2846001,8327
7627,2846575,268
7628,2846772,22
7629,2846985,544
7630,2847116,6
7631,2846832,6
7632,2846834,5
7633,2846837,1303
7634,2846840,7
7635,2846841,56
7636,2846843,677
7637,2846874,10
7638,2846892,224
7639,2846928,46619
7640,2846940,40241
7641,2846944,13
7642,2847012,6
7643,2847087,6
7644,2847091,8
7645,2847093,27
7646,2847105,154
7647,2847109,7
7648,2847205,5
7649,2847222,53
7650,2847225,24
7651,2847230,7529
7652,2847234,131
7653,2847260,7
7654,2847268,21
7655,2847269,6
7656,2847270,850
7657,2847299,57
7658,2847321,20
7659,2847323,34
7660,2847390,10417
7661,2847399,7
7662,2847429,17
7663,2847430,11
7664,2847458,5
7665,2847480,152
7666,2847486,11
7667,2847504,9
7668,2847541,8055
7669,2847558,8
7670,2847566,7
7671,2847577,5
7672,2847588,14
7673,2847720,131
7674,2847722,51
7675,2847776,5
7676,2847880,10
7677,2847905,9
7678,2847923,39
7679,2847939,283
7680,2848025,5
7681,2848038,16
7682,2848041,5
7683,2848053,56
7684,2848056,5
7685,2848087,792
7686,2848093,327
7687,2848096,11
7688,2848116,6
7689,2848117,1076
7690,2848121,75
7691,2848139,32
7692,2848191,89232
7693,2848216,1058
7694,2848232,7
7695,2848234,11
7696,2848235,14
7697,2848261,32
7698,2848279,50
7699,2848289,33
7700,2848310,9
7701,2848333,19
7702,2848337,5
7703,2848351,21
7704,2848374,18
7705,2848394,16
7706,2848395,13
7707,2848424,19
7708,2848425,24
7709,2848432,7
7710,2848433,5027
7711,2848434,7
7712,2848544,12
7713,2848607,60
7714,2848612,5
7715,2848671,5
7716,2848684,104
7717,2848701,6
7718,2848720,10
7719,2848727,85
7720,2848766,5
7721,2848779,99
7722,2848834,55
7723,2848840,10
7724,2848847,129
7725,2848867,89
7726,2848868,20
7727,2849014,13
7728,2848935,407
7729,2848945,66
7730,2848958,5
7731,2848959,15
7732,2848977,8
7733,2849024,5
7734,2849051,258
7735,2849083,10
7736,2849084,7
7737,2849088,11
7738,2849095,27
7739,2849097,9
7740,2849100,11
7741,2849102,11
7742,2849103,8
7743,2849159,337
7744,2849161,1650
7745,2849188,12
7746,2849191,7
7747,2849207,12
7748,2849211,12
7749,2849213,7
7750,2849217,25
7751,2849244,69097
7752,2849274,7
7753,2849275,8
7754,2849286,54
7755,2849314,7
7756,2849325,11
7757,2849333,22
7758,2849335,72
7759,2849388,647
7760,2849393,14
7761,2849418,5
7762,2849440,10
7763,2849443,45
7764,2849454,7
7765,2849456,8
7766,2849458,842
7767,2849461,23
7768,2849462,527
7769,2849476,8
7770,2849482,6
7771,2849483,5
7772,2849504,60
7773,2849511,7
7774,2849516,6
7775,2849534,9
7776,2849567,8
7777,2849657,19
7778,2849750,576
7779,2849792,6
7780,2849858,2900
7781,2849883,7
7782,2849960,20
7783,2849987,9
7784,2850001,33
7785,2850016,1411
7786,2850017,6
7787,2850035,36
7788,2850039,13
7789,2850055,61
7790,2850064,20
7791,2850077,41
7792,2850120,9
7793,2850121,10
7794,2850123,15
7795,2850128,20
7796,2850133,74
7797,2850135,23921
7798,2850137,549
7799,2850146,34
7800,2850151,73
7801,2850167,5
7802,2850171,14
7803,2850183,9
7804,2850188,15
7805,2850192,5
7806,2850212,10
7807,2850214,9
7808,2850219,10
7809,2850237,5
7810,2850245,7
7811,2850253,6
7812,2850262,15
7813,2850266,20
7814,2850269,9
7815,2850271,5
7816,2850291,12
7817,2850311,498
7818,2850312,969
7819,2850317,9
7820,2850329,15
7821,2850330,7
7822,2850333,455
7823,2850335,50
7824,2850360,6
7825,2850489,364
7826,2850515,189
7827,2850521,89
7828,2850522,814
7829,2850523,10
7830,2850526,185
7831,2850542,103
7832,2850555,42
7833,2850560,52
7834,2850561,36
7835,2850562,7
7836,2850565,37
7837,2850572,29
7838,2850584,13
7839,2850595,12
7840,2850596,1126
7841,2850600,90
7842,2850613,507
7843,2850615,548
7844,2850626,10
7845,2850629,86
7846,2850631,19
7847,2850632,111
7848,2850635,7
7849,2850636,113
7850,2850663,12
7851,2850666,7
7852,2850701,14936
7853,2850712,13
7854,2850719,5
7855,2850735,132
7856,2850745,28
7857,2850748,739
7858,2850764,9
7859,2849894,49
7860,2849898,35
7861,2849901,13
7862,2849912,38
7863,2850156,80
7864,2850210,14
7865,2850365,29
7866,2850382,45
7867,2850385,1418
7868,2850387,16
7869,2850390,1155
7870,2850392,7
7871,2850411,15
7872,2850419,6
7873,2850420,7
7874,2850428,11
7875,2850437,44
7876,2850438,12
7877,2850460,27
7878,2850465,9
7879,2850473,23
7880,2850474,9
7881,2850782,5
7882,2850795,17
7883,2850797,99
7884,2850807,59
7885,2850983,5021
7886,2850824,10
7887,2850844,503
7888,2850861,8
7889,2850877,23
7890,2850881,12
7891,2850882,71
7892,2850905,244
7893,2850928,19
7894,2850962,32
7895,2850976,5
7896,2850985,54
7897,2850996,11
7898,2850997,6
7899,2851032,55
7900,2851042,3492
7901,2851055,16
7902,2851067,33
7903,2851073,1462
7904,2851076,13
7905,2851091,401
7906,2851096,17
7907,2851106,19
7908,2851122,11
7909,2851124,10
7910,2851129,10
7911,2851131,8
7912,2851137,7
7913,2851153,538
7914,2851155,12
7915,2851159,21
7916,2851167,152
7917,2851174,13
7918,2851210,371
7919,2851218,7
7920,2851220,44
7921,2851227,8
7922,2851232,90
7923,2851260,28
7924,2851262,13
7925,2851264,45
7926,2851265,17
7927,2851281,29
7928,2851310,7
7929,2851311,15
7930,2851312,8
7931,2851319,48
7932,2851337,6
7933,2851346,7
7934,2851347,11
7935,2851350,12
7936,2851351,17
7937,2851353,15
7938,2851358,6
7939,2851376,11
7940,2851432,10
7941,2851494,5
7942,2851562,5
7943,2851739,30
7944,2851742,13
7945,2851757,2024
7946,2851760,28
7947,2851770,10
7948,2851797,16
7949,2851803,6
7950,2851811,7
7951,2851818,8
7952,2851836,13
7953,2851858,8
7954,2851882,122
7955,2851898,5
7956,2851918,15
7957,2851928,46
7958,2851933,13
7959,2851945,4630
7960,2851982,133
7961,2851983,8
7962,2852031,5
7963,2852034,17
7964,2852037,235
7965,2852042,828
7966,2852043,25
7967,2852083,55
7968,2852113,25
7969,2852147,37
7970,2852188,152909
7971,2852193,418
7972,2852242,2603
7973,2852260,42
7974,2852292,5
7975,2852293,18
7976,2852294,6
7977,2852340,44
7978,2852341,9761
7979,2852371,9
7980,2852403,6
7981,2852410,6
7982,2852431,109
7983,2852439,8
7984,2852457,15
7985,2852460,44622
7986,2852468,197
7987,2852515,6
7988,2852520,7
7989,2852521,11
7990,2852552,66
7991,2852573,9
7992,2852635,7
7993,2852655,7
7994,2852694,5
7995,2852725,7
7996,2852732,12
7997,2852743,6
7998,2852747,10
7999,2852753,560
8000,2852784,16
8001,2852786,10
8002,2852857,14
8003,2852870,10
8004,2852882,31
8005,2852990,56
8006,2853003,5
8007,2853008,55
8008,2853013,5
8009,2853014,15
8010,2853018,999
8011,2853020,75
8012,2853033,30
8013,2853042,6
8014,2853058,33
8015,2853085,6
8016,2853101,14
8017,2853116,37
8018,2853132,2464
8019,2853135,9
8020,2853165,48
8021,2853175,1415
8022,2853176,12
8023,2853210,109
8024,2853219,28
8025,2853229,41
8026,2853231,36
8027,2853272,7
8028,2853280,18
8029,2853282,6
8030,2853287,16
8031,2853300,295
8032,2854160,2132
8033,2858092,458
8034,2853346,29
8035,2853349,341
8036,2853350,85
8037,2853371,19
8038,2853408,6
8039,2853437,5
8040,2853470,18
8041,2853481,173
8042,2853482,5
8043,2853546,8
8044,2853565,8
8045,2853567,23
8046,2853578,6
8047,2853580,7
8048,2853705,26
8049,2853709,74
8050,2853740,8
8051,2853776,94
8052,2853784,43
8053,2853527,6
8054,2853536,187
8055,2853538,101
8056,2853581,13
8057,2853749,6
8058,2853811,54
8059,2853853,22
8060,2853865,14
8061,2853920,151
8062,2854031,5683
8063,2854046,1648
8064,2854055,11
8065,2854068,62
8066,2854092,271
8067,2854029,133
8068,2854134,23
8069,2854153,10
8070,2854169,14
8071,2854183,16
8072,2854203,195
8073,2854205,8
8074,2854195,7
8075,2854217,5
8076,2854249,5
8077,2854250,23
8078,2854251,12
8079,2854255,36
8080,2854308,13
8081,2854331,5
8082,2854347,8
8083,2854359,9
8084,2854378,6
8085,2854409,33
8086,2854420,191
8087,2854421,189
8088,2854440,786
8089,2854506,68
8090,2854562,484
8091,2854577,16
8092,2854583,602
8093,2854586,6
8094,2854692,231
8095,2854613,11
8096,2854617,10
8097,2854623,7
8098,2854710,5
8099,2854720,374
8100,2854738,17110
8101,2854739,274
8102,2854740,361
8103,2854758,21
8104,2854870,11
8105,2854921,7
8106,2854934,208
8107,2854946,8
8108,2854947,8
8109,2854962,2838
8110,2854976,24
8111,2854977,5
8112,2854998,61
8113,2855007,5
8114,2855044,6
8115,2855070,1121
8116,2855096,12
8117,2855107,172
8118,2855206,5
8119,2855219,5
8120,2855234,1138
8121,2855245,31
8122,2855259,193
8123,2855279,50
8124,2855289,5
8125,2855324,6
8126,2855351,202
8127,2855354,22
8128,2855375,68
8129,2855378,12
8130,2855381,171
8131,2855386,70
8132,2855393,234
8133,2855394,336
8134,2855426,160
8135,2855427,39
8136,2855428,16
8137,2855429,88
8138,2855433,38
8139,2855443,7243
8140,2855446,6037
8141,2855452,6
8142,2855454,12
8143,2855455,5
8144,2855462,54
8145,2855464,9
8146,2855484,11
8147,2855489,91
8148,2855499,36
8149,2855543,14
8150,2855546,28
8151,2855549,7
8152,2855553,46
8153,2855556,19
8154,2855567,14
8155,2855581,15
8156,2855623,6
8157,2855651,101
8158,2855672,5
8159,2855675,11
8160,2855682,93
8161,2855691,291
8162,2855701,13
8163,2855708,29
8164,2855742,164
8165,2855759,256
8166,2855810,302
8167,2855814,49
8168,2855815,20
8169,2855817,7
8170,2855820,9
8171,2855882,135
8172,2855902,83
8173,2855927,80
8174,2855956,6
8175,2855962,7
8176,2855965,1030
8177,2856006,3499
8178,2856007,15
8179,2856012,4039
8180,2856080,20
8181,2856125,33
8182,2856132,207
8183,2856196,15
8184,2856222,436
8185,2856287,12
8186,2856260,467
8187,2856263,31
8188,2856282,20
8189,2856564,5
8190,2856570,14
8191,2856599,8
8192,2856621,57
8193,2856642,38305
8194,2856647,5
8195,2856662,56
8196,2856676,22
8197,2856682,107
8198,2856697,1916
8199,2856714,56
8200,2856751,17
8201,2856754,20
8202,2856786,89
8203,2856811,14
8204,2856824,66
8205,2856843,119
8206,2856849,18
8207,2856860,5
8208,2856932,13
8209,2856918,13
8210,2856967,6
8211,2856974,7
8212,2856989,11
8213,2857051,124
8214,2857052,8
8215,2857054,72
8216,2857056,16
8217,2857069,45
8218,2857064,8
8219,2857075,11
8220,2857079,38
8221,2857099,719
8222,2857100,104
8223,2857105,6
8224,2857108,8
8225,2857118,44
8226,2857164,9
8227,2857165,26
8228,2857167,1005
8229,2857239,28
8230,2857245,53
8231,2857310,15
8232,2857311,5
8233,2857319,813
8234,2857322,13
8235,2857357,90
8236,2857385,5
8237,2857395,1304
8238,2857412,30
8239,2857430,16
8240,2857436,8
8241,2857452,8
8242,2857460,5
8243,2857461,11
8244,2857489,80
8245,2857503,113
8246,2857504,12
8247,2857513,10
8248,2857559,432
8249,2857603,215
8250,2857618,18
8251,2857607,9
8252,2857628,6
8253,2857702,364
8254,2857756,11
8255,2857759,9
8256,2857764,12
8257,2857765,62
8258,2857775,42
8259,2857776,6
8260,2857794,627
8261,2857801,108
8262,2857802,25
8263,2857807,11
8264,2857809,5
8265,2857832,49
8266,2857890,6
8267,2857939,7
8268,2858078,12
8269,2858097,15
8270,2858107,9
8271,2858115,99
8272,2858116,38
8273,2858140,93
8274,2858184,23
8275,2858247,30
8276,2858253,16
8277,2858351,9
8278,2858294,112
8279,2858307,13
8280,2858313,10
8281,2858318,13
8282,2858327,7
8283,2858387,8
8284,2858428,65
8285,2858472,51
8286,2858474,111
8287,2858477,149
8288,2858509,11953
8289,2858513,12
8290,2858514,8
8291,2858517,380
8292,2858518,176
8293,2858526,9
8294,2858536,6
8295,2858538,1379
8296,2858545,5
8297,2858560,34
8298,2858567,9
8299,2858574,165
8300,2858586,13
8301,2858601,220
8302,2858608,16
8303,2858774,15
8304,2858819,45
8305,2858937,163
8306,2858943,90
8307,2858961,21
8308,2858651,53
8309,2858652,13
8310,2858723,10
8311,2858731,167
8312,2858786,247
8313,2858834,2818
8314,2858842,19
8315,2858855,2563
8316,2858864,553
8317,2858865,11
8318,2858875,40
8319,2858883,15
8320,2858887,46
8321,2858889,11
8322,2858896,620
8323,2858928,70
8324,2858949,5
8325,2858983,14
8326,2858991,43
8327,2859002,34
8328,2859012,28
8329,2859034,10
8330,2859039,21
8331,2859040,30
8332,2859050,6
8333,2859051,269
8334,2859053,1344
8335,2859080,5
8336,2859101,3568
8337,2859131,15
8338,2859191,6
8339,2859215,8
8340,2859230,8139
8341,2859231,72
8342,2859264,10
8343,2859274,5
8344,2859295,27
8345,2859323,6
8346,2859385,5
8347,2859411,85
8348,2859423,5
8349,2859445,13
8350,2859466,16
8351,2859469,38
8352,2859540,19
8353,2859561,221
8354,2859585,6
8355,2859598,704
8356,2859604,7
8357,2859605,167
8358,2859606,6
8359,2859609,23
8360,2859616,5
8361,2859632,38
8362,2859708,10
8363,2859719,6
8364,2859744,631
8365,2859753,105
8366,2859766,12
8367,2859776,11
8368,2859781,20
8369,2859789,15
8370,2859812,82
8371,2859843,395
8372,2859856,5888
8373,2859889,11
8374,2859891,5
8375,2859926,9
8376,2859937,5
8377,2859940,19
8378,2860008,1409
8379,2860089,343
8380,2860096,6
8381,2860128,15
8382,2860197,3832
8383,2860219,23
8384,2860243,6
8385,2860291,6
8386,2860309,187
8387,2860312,100
8388,2860313,5626
8389,2860327,9
8390,2860352,149
8391,2860364,9
8392,2860381,20
8393,2860438,20
8394,2860455,774
8395,2860461,71
8396,2860513,5
8397,2860520,6
8398,2860538,385
8399,2860543,5
8400,2860544,380
8401,2860557,7
8402,2860564,11
8403,2860589,31
8404,2860594,106
8405,2860651,881
8406,2860659,14
8407,2860634,7
8408,2860686,9
8409,2860714,10
8410,2860717,8
8411,2860750,8
8412,2860752,14
8413,2860777,7
8414,2860785,82
8415,2860791,22
8416,2860801,6
8417,2860818,129
8418,2860802,18
8419,2860827,11
8420,2860836,6
8421,2860862,6
8422,2860887,20
8423,2860889,19
8424,2860890,6
8425,2860893,6
8426,2860895,122
8427,2860897,22
8428,2860904,1459
8429,2860905,466
8430,2860965,20
8431,2861006,31
8432,2861022,3006
8433,2861065,27
8434,2861093,10
8435,2861105,1016
8436,2861106,17
8437,2860976,16
8438,2860983,52
8439,2861056,12
8440,2861079,475
8441,2861127,14
8442,2861165,6
8443,2861166,11
8444,2861188,3923
8445,2861206,6
8446,2861234,6
8447,2861245,177
8448,2861247,272035
8449,2861248,26
8450,2861259,528
8451,2861289,5
8452,2861315,55
8453,2861322,22
8454,2861323,5
8455,2861344,5
8456,2861364,10
8457,2861398,64
8458,2861399,55
8459,2861465,78
8460,2861483,16
8461,2861355,6
8462,2861384,67
8463,2861410,1642
8464,2861411,31
8465,2861428,7
8466,2861430,11
8467,2861431,12
8468,2861432,12
8469,2861433,6
8470,2861434,16
8471,2861440,9
8472,2861441,14
8473,2861442,15
8474,2861443,8
8475,2861444,11
8476,2861495,6
8477,2861510,6
8478,2861536,12
