,id,avg_director_rating
119,6794,6.72857142857
120,6821,4.4
121,6827,7.5
122,6868,4.0
123,6871,7.5
124,6971,8.3
125,6987,6.13333333333
126,7027,6.65
127,7129,7.6
128,7141,6.43333333333
129,7161,7.55
130,7231,7.75
131,7258,5.41666666667
132,7260,7.4
133,7283,5.61666666667
134,7310,6.1
135,7323,5.34166666667
136,7333,5.73333333333
137,7360,8.85
138,7417,6.5
139,7435,8.3
140,7585,5.6
141,7614,7.375
142,7637,6.6
143,7868,8.63333333333
144,7875,7.8
145,7894,6.7
146,7929,5.95
147,7946,6.43
148,7996,6.9
149,8034,5.7
150,8035,7.7
151,8051,7.9
152,8083,6.4
153,8261,5.7
154,8271,9.4
155,8374,4.7
156,8381,5.25
157,8410,6.65
158,8429,8.2
159,8455,7.3
160,8573,7.0
161,8588,7.9
162,8788,8.15
163,8961,8.65
164,9042,6.65
165,9080,6.55
166,9115,5.4
167,9127,7.1
168,9172,6.9
169,9173,7.55
170,9224,5.96666666667
171,9315,7.4
172,9333,6.9
173,9389,6.9
174,9434,6.77307692308
175,9496,7.76666666667
176,9501,7.59
177,9502,7.75
178,9509,6.2
179,9566,6.825
180,9625,8.05
181,9626,4.1
182,9646,7.6
183,9675,5.6
184,9723,6.35
185,9730,6.5
186,9845,6.0
187,9864,4.1
188,10009,7.4
189,10031,5.33333333333
190,10050,5.7
191,10236,8.7
192,10250,6.275
193,10330,7.775
194,10433,7.73333333333
195,10542,4.6
196,10603,3.2
197,10722,8.2
198,10743,5.23333333333
199,10803,6.8
200,10820,6.95
201,10836,6.72307692308
202,10883,5.2
203,10973,7.75
204,11003,6.46666666667
205,11034,7.4
206,11120,8.5
207,11145,5.6
208,11162,5.7
209,11209,5.6
210,11290,8.5
211,11294,6.6
212,11326,6.5
213,11327,8.6
214,11400,7.5
215,11446,5.6
216,11552,5.4
217,11567,6.43333333333
218,11597,4.6
219,11620,8.3
220,11845,4.8
221,11888,8.2
222,11940,7.35
223,11995,6.7
224,12003,4.825
225,12022,7.8
226,12184,5.66
227,12244,7.25
228,12290,6.3
229,12293,9.0
230,12307,6.5
231,12337,5.7
232,12361,4.6
233,12415,4.6
234,12535,7.3
235,12697,6.375
236,12806,5.6
237,12812,9.0
238,12840,8.4
239,12844,7.25
240,12981,7.45
241,13039,6.1
242,13133,7.6
243,13204,8.7
244,13259,8.2
245,13349,8.1
246,13394,6.6
247,13437,8.0
248,13508,7.4
249,13727,8.68
250,13741,6.84285714286
251,13817,3.02
252,13821,7.1
253,13885,7.0
254,13924,7.45
255,13930,3.9
256,13951,3.25454545455
257,14064,7.7
258,14074,8.0
259,14152,7.0
260,14287,7.7
261,14334,5.7
262,14431,5.5
263,14623,6.05
264,14679,8.85
265,14871,8.1
266,14887,5.3
267,14917,8.6
268,14929,5.6
269,15090,7.15
270,15146,4.45
271,15222,7.5
272,15243,7.6
273,15245,7.1
274,15277,4.9
275,15345,7.3
276,15386,7.7
277,15391,3.3
278,15448,7.45
279,15500,8.13333333333
280,15507,6.95
281,15520,7.63333333333
282,15522,6.3
283,15581,5.43333333333
284,15582,7.4
285,15748,5.75833333333
286,15752,6.6
287,15799,5.875
288,15855,7.8
289,15879,7.0
290,15912,5.3
291,15995,6.95
292,16115,6.975
293,16118,5.9
294,16121,6.27
295,16127,2.8
296,16131,10.0
297,16231,6.7
298,16254,6.49333333333
299,16274,5.8
300,16289,6.96666666667
301,16298,8.26666666667
302,16313,5.82
303,16386,7.2
304,16510,5.63333333333
305,16613,7.3
306,16725,6.95
307,16779,6.3
308,16804,7.8
309,16861,7.5
310,16876,5.5875
311,16946,6.6
312,16979,5.6
313,16996,7.3
314,17007,5.93333333333
315,17088,5.5
316,17140,6.9
317,17186,4.5
318,17189,6.8
319,17193,4.7
320,17309,6.875
321,17312,6.2
322,17332,6.26666666667
323,17340,9.3
324,17406,6.5
325,17423,6.00833333333
326,17469,7.425
327,17583,7.63333333333
328,17839,5.9
329,17945,4.89
330,17947,6.7
331,17971,8.2
332,18306,6.0
333,18381,6.9
334,18392,7.4
335,18402,5.9
336,18478,3.05
337,18556,6.4
338,18558,8.25
339,18639,6.2
340,18684,6.1
341,18694,5.4
342,18729,10.0
343,18743,5.05714285714
344,18813,6.4
345,19070,3.95
346,19197,7.12727272727
347,19242,8.7
348,19287,7.8
349,19340,4.95
350,19365,7.4
351,19412,4.3
352,19461,8.5
353,19464,7.12272727273
354,19540,7.21666666667
355,19695,7.1
356,19833,7.1
357,19845,3.7
358,19923,5.4
359,20058,7.2
360,20085,5.73333333333
361,20236,6.2
362,20272,5.6
363,20335,5.75
364,20370,5.31
365,20371,5.6
366,20503,6.6
367,20536,6.5
368,20581,7.7
369,20596,6.32222222222
370,20607,5.0
371,20724,5.9
372,20731,8.15
373,20763,8.2
374,20795,5.05142857143
375,20812,8.8
376,20852,7.2
377,20926,6.425
378,20997,6.425
379,21071,6.06666666667
380,21080,6.0
381,21122,10.0
382,21149,6.7
383,21221,7.91666666667
384,21229,5.84
385,21245,6.35789473684
386,21282,7.35
387,21309,6.26666666667
388,21357,6.53333333333
389,21441,6.525
390,21513,9.2
391,21534,8.4
392,21546,7.1
393,21553,8.2
394,21682,8.3
395,21720,4.125
396,21738,6.4
397,21967,5.4
398,22001,8.6
399,22038,7.96666666667
400,22079,1.3
401,22117,3.7
402,22301,6.5
403,22315,7.9
404,22360,6.1
405,22373,5.75
406,22380,8.8
407,22386,8.4
408,22389,7.1
409,22416,7.6
410,22461,5.45
411,22472,4.9
412,22480,5.72
413,22557,3.5
414,22634,6.7
415,22724,4.1
416,22745,8.4
417,22755,5.9
418,22776,4.9
419,22778,9.2
420,22796,8.1
421,22968,6.9
422,23002,7.3
423,23011,5.9
424,23093,6.9
425,23219,4.2
426,23292,4.81666666667
427,23532,5.52
428,23545,5.5
429,23565,6.4
430,23600,4.5
431,23706,4.8
432,23748,8.2
433,23755,7.9
434,23837,9.0
435,23888,7.65
436,23979,8.5
437,24112,8.6
438,24273,6.6
439,24302,5.83333333333
440,24379,6.48333333333
441,24394,8.9
442,24506,9.3
443,24686,6.56666666667
444,24711,6.76666666667
445,24757,6.8875
446,24761,7.2
447,24934,6.2875
448,25055,3.5
449,25204,6.44
450,25312,7.5
451,25343,6.47674418605
452,25386,6.3
453,25393,4.4
454,25420,6.9
455,25536,6.8
456,25541,6.7
457,25599,4.3
458,25653,5.75
459,25654,7.24
460,25708,4.82857142857
461,25712,8.2
462,25730,6.5
463,25779,8.3
464,25781,9.4
465,25782,4.6
466,25794,7.2
467,25932,5.5
468,25933,3.4
469,25943,6.4
470,26040,2.65
471,26077,5.825
472,26161,6.9
473,26169,5.84285714286
474,26208,6.0
475,26218,8.0
476,26276,7.0
477,26277,7.0
478,26298,8.8
479,26303,7.7
480,26319,6.0
481,26348,6.6
482,26355,8.4
483,26380,5.2
484,26397,6.7
485,26410,7.3
486,26437,7.3
487,26466,5.7
488,26506,7.4
489,26579,7.14375
490,26593,6.7
491,26642,6.78571428571
492,26676,8.3
493,26684,8.8
494,26753,6.0
495,26775,7.5
496,26975,4.4
497,26976,8.56666666667
498,26978,4.6
499,27016,6.1
500,27086,6.45
501,27140,6.4
502,27145,6.35
503,27172,5.4
504,27178,7.7
505,27198,6.65555555556
506,27278,3.5
507,27325,6.9
508,27352,8.2
509,27359,5.4
510,27404,8.18571428571
511,27450,8.2
512,27463,3.95
513,27496,3.86666666667
514,27506,6.33157894737
515,27541,6.95
516,27581,7.5
517,27814,6.0
518,27868,4.0
519,27880,6.2
520,27904,6.3
521,27913,6.96
522,27986,6.49047619048
523,28007,7.5
524,28021,7.2
525,28063,5.4
526,28067,7.7
527,28083,7.45
528,28143,6.3
529,28340,6.43333333333
530,28432,8.4
531,28468,7.52
532,28636,6.66
533,28676,4.65
534,28689,9.6
535,28744,7.16666666667
536,28819,6.8
537,28911,7.4
538,29098,5.66666666667
539,29236,7.3
540,29294,6.2
541,29353,8.5
542,29358,3.3
543,29365,6.1
544,29435,4.725
545,29509,7.7
546,29513,7.85
547,29529,5.2
548,29629,8.2
549,29713,6.66
550,29754,5.1
551,29777,5.7
552,29892,6.2
553,29926,5.4
554,30045,4.82857142857
555,30141,6.35
556,30150,7.2
557,30405,5.81666666667
558,30424,5.51764705882
559,30475,5.93333333333
560,30499,7.6
561,30506,6.4
562,30538,8.4
563,30610,7.2
564,30612,6.6
565,30630,6.56666666667
566,30635,6.7
567,30751,8.2
568,30787,5.25714285714
569,30807,7.1
570,30827,5.8
571,30840,6.55454545455
572,30851,8.4
573,30899,6.1
574,30923,4.8
575,30929,5.85
576,30936,8.4
577,30962,4.1
578,30965,6.7
579,31144,3.5
580,31196,7.3
581,31250,5.26666666667
582,31288,9.2
583,31311,3.6
584,31313,6.3
585,31441,5.3
586,31730,5.3
587,31733,7.2
588,31740,5.5
589,31828,5.0
590,31935,6.5
591,32024,5.35
592,32153,3.6
593,32194,6.38
594,32220,4.93636363636
595,32290,7.06666666667
596,32316,6.1
597,32348,7.2
598,32424,3.6
599,32432,8.35
600,32436,7.0
601,32488,7.1
602,32518,6.6
603,32533,7.4
604,32686,7.03333333333
605,32762,7.875
606,32763,7.55
607,32894,6.7
608,32942,5.93333333333
609,32955,7.3
610,32980,4.1
611,33082,5.56666666667
612,33128,7.0
613,33297,6.9
614,33341,6.6
615,33392,7.0
616,33398,6.74545454545
617,33420,7.04
618,33427,8.85
619,33460,4.75
620,33555,4.3
621,33578,6.075
622,33579,5.5
623,33627,5.31111111111
624,33715,7.06666666667
625,33775,6.4
626,33803,6.9
627,33876,8.02
628,33975,3.8
629,33982,4.6
630,33983,4.5
631,34015,6.6
632,34063,8.2
633,34107,6.58
634,34136,5.9
635,34144,6.8
636,34201,6.5
637,34287,6.76451612903
638,34316,8.0
639,34369,5.9
640,34403,8.1
641,34409,4.0
642,34503,8.5
643,34557,5.4
644,34582,7.8
645,34626,7.1
646,34695,6.23529411765
647,34707,5.7
648,34732,3.95
649,34785,8.65
650,34873,6.65
651,34886,6.75882352941
652,34949,6.7
653,35020,6.9
654,35142,8.8
655,35192,5.26666666667
656,35236,6.03333333333
657,35274,5.8
658,35292,8.7
659,35294,5.25
660,35315,5.9
661,35369,7.2
662,35411,8.1
663,35423,5.6
664,35427,6.36428571429
665,35499,6.05
666,35545,7.0
667,35560,5.3
668,35680,8.4
669,35700,5.9
670,35923,6.0
671,36084,4.06666666667
672,36287,6.45
673,36563,5.75
674,36660,6.1
675,36683,7.0
676,36713,6.0
677,36947,5.9
678,37050,8.0
679,37080,7.5
680,37239,6.56666666667
681,37243,5.7
682,37331,6.9
683,37333,5.9
684,37369,6.3
685,37382,5.2
686,37449,5.6
687,37516,6.42857142857
688,37542,7.0
689,37550,6.9
690,37609,7.7
691,37630,4.75
692,37678,6.9
693,37750,7.2
694,37753,7.2
695,37804,7.4
696,37878,6.36875
697,37903,6.9
698,37920,7.2
699,37942,6.2
700,38006,6.7
701,38020,6.2
702,38065,6.5
703,38066,6.5
704,38190,5.2
705,38204,6.425
706,38326,6.8
707,38474,3.7
708,38575,5.0
709,38737,5.93636363636
710,38738,6.27777777778
711,38741,6.63333333333
712,38788,6.4
713,38806,7.29130434783
714,38815,7.9
715,38848,8.5
716,38885,8.75
717,38909,6.1
718,38928,5.8
719,38948,5.76666666667
720,38986,5.72857142857
721,38990,7.93333333333
722,39014,5.8
723,39034,6.5
724,39053,6.6
725,39106,7.8
726,39182,7.15
727,39361,5.36666666667
728,39419,6.5
729,39429,7.2
730,39465,5.7
731,39479,7.46666666667
732,39503,8.9
733,39513,6.2
734,39598,7.75
735,39607,5.6
736,39675,7.32
737,39797,6.4
738,39823,5.325
739,39963,6.3
740,39996,6.88
741,40024,5.7
742,40105,7.2
743,40133,8.2
744,40203,8.7
745,40245,7.9
746,40379,7.55
747,40474,7.95
748,40490,8.03333333333
749,40500,5.4
750,40667,7.3
751,40692,8.3
752,40698,6.44210526316
753,40852,4.7
754,40864,8.575
755,40874,7.4
756,40881,5.8
757,40913,6.9
758,40937,9.2
759,41157,7.4
760,41191,5.93125
761,41195,6.0
762,41228,6.1
763,41309,7.2
764,41428,6.3
765,41617,5.8
766,41715,4.8
767,41822,6.3
768,41876,6.12
769,41888,6.0
770,42057,7.4
771,42124,8.93333333333
772,42136,5.4
773,42166,6.1
774,42225,7.9
775,42381,8.0
776,42419,5.7
777,42468,9.2
778,42484,4.5
779,42490,8.0
780,42541,7.1
781,42569,5.6
782,42601,5.0
783,42659,3.6
784,42668,6.9
785,42674,5.1
786,42798,8.46
787,42928,9.3
788,42990,6.025
789,42991,5.77777777778
790,43002,7.57777777778
791,43110,7.62
792,43160,7.1
793,43172,7.8
794,43213,5.25
795,43252,7.7
796,43301,7.9
797,43363,7.6
798,43400,5.92
799,43437,5.2
800,43485,6.585
801,43500,4.4
802,43512,7.3
803,43543,7.4
804,43612,8.1
805,43618,8.3
806,43623,6.1
807,43687,8.53333333333
808,43857,4.4
809,44343,5.6
810,44396,7.2
811,44457,6.6
812,44471,8.1
813,44493,6.0
814,44519,6.9
815,44539,7.11063829787
816,44617,4.6
817,44623,7.1
818,44658,6.0
819,44678,5.8
820,44699,7.2
821,44703,6.35
822,44776,6.8
823,44794,8.9
824,44800,8.6
825,44848,8.6
826,44903,6.075
827,44939,3.9
828,44940,8.6
829,44977,7.05
830,45041,6.65833333333
831,45317,3.2
832,45331,8.2
833,45394,8.4
834,45421,7.34
835,45423,6.95
836,45459,7.35
837,45475,7.85
838,45481,5.6
839,45528,8.5
840,45576,7.8
841,45588,5.5
842,45704,6.4
843,45766,5.94
844,45772,8.6
845,45803,6.38636363636
846,45804,6.35909090909
847,45860,5.4
848,45890,8.3
849,45908,6.65
850,45972,5.9
851,46001,8.6
852,46224,6.4
853,46262,5.8
854,46327,6.2
855,46370,6.1
856,46467,8.0
857,46485,5.82222222222
858,46553,7.4
859,46602,6.05757575758
860,46665,5.95
861,46741,9.3
862,46826,7.51111111111
863,46857,8.7
864,46858,8.7
865,47068,6.61666666667
866,47129,5.6
867,47141,7.6
868,47183,5.86666666667
869,47190,6.9
870,47205,4.75
871,47273,7.0
872,47364,6.2
873,47501,6.9
874,47503,3.45
875,47510,4.6
876,47572,6.2
877,47590,7.8
878,47632,4.95
879,47676,4.2
880,47680,5.4
881,47686,8.24
882,47750,6.2
883,47781,7.35
884,47823,6.6
885,47854,7.04
886,47956,3.0
887,48041,5.9
888,48092,9.3
889,48198,6.8
890,48210,6.25714285714
891,48302,4.0
892,48420,7.24
893,48424,8.6
894,48482,4.0
895,48540,6.8
896,48554,7.24
897,48557,4.7
898,48606,7.0
899,48691,6.64444444444
900,48845,6.63333333333
901,48852,4.55
902,48860,6.1
903,48890,7.6
904,48893,8.15
905,48895,5.8
906,48967,7.25
907,48998,7.0
908,49003,7.7
909,49012,7.0
910,49056,7.9
911,49062,5.47142857143
912,49113,8.2
913,49159,4.7375
914,49171,7.9
915,49224,4.3
916,49293,8.1
917,49309,6.50652173913
918,49317,7.1
919,49331,7.86666666667
920,49334,8.2
921,49419,8.5
922,49487,6.65
923,49500,6.76666666667
924,49502,6.2
925,49520,7.8
926,49522,5.9
927,49548,7.275
928,49604,5.8
929,49606,5.5
930,49611,6.48571428571
931,49639,8.5
932,49640,8.5
933,49828,5.11333333333
934,49865,7.7
935,50038,5.4
936,50101,7.7
937,50196,9.2
938,50246,7.7
939,50344,5.2
940,50462,6.875
941,50580,7.7
942,50697,6.33333333333
943,50709,7.36
944,50787,6.9
945,50814,7.6
946,50863,8.1
947,50892,6.8
948,50998,8.2
949,51004,7.1
950,51005,7.25
951,51040,5.8125
952,51044,7.6
953,51152,6.275
954,51170,7.25
955,51258,7.775
956,51283,6.2
957,51294,3.6
958,51316,5.7
959,51355,7.8
960,51372,7.5
961,51397,5.93333333333
962,51411,7.25
963,51454,8.06666666667
964,51487,8.4
965,51491,7.4
966,51500,7.8
967,51727,5.175
968,51742,6.23571428571
969,51749,7.6
970,51754,6.425
971,51788,6.3
972,51992,7.86666666667
973,51993,6.6
974,52057,5.5
975,52340,5.2
976,52347,6.06666666667
977,52467,7.6
978,52517,7.2
979,52553,7.3
980,52557,7.0
981,52613,5.825
982,52646,5.6
983,52685,7.63333333333
984,52687,6.3
985,52693,6.16666666667
986,52708,7.7
987,52756,6.55
988,52758,6.0
989,52760,7.25
990,52806,6.6
991,52849,5.875
992,52905,7.5
993,52991,7.1
994,52998,5.1
995,53118,6.4
996,53134,8.1
997,53135,6.025
998,53151,5.09
999,53214,5.6
1000,53217,7.225
1001,53253,6.3
1002,53260,6.2
1003,53264,5.1
1004,53290,6.15
1005,53527,7.6
1006,53540,5.3
1007,53579,5.6
1008,53620,7.1
1009,53629,7.7
1010,53682,8.5
1011,53700,8.5
1012,53739,7.325
1013,53802,6.8
1014,53897,7.05
1015,53917,7.5
1016,53926,7.5
1017,53965,6.0
1018,54002,3.5
1019,54040,6.2
1020,54057,8.1
1021,54118,6.95
1022,54141,4.85
1023,54151,5.5
1024,54180,5.8
1025,54192,6.94545454545
1026,54200,6.8
1027,54229,5.4
1028,54280,6.2
1029,54284,5.9
1030,54296,5.7
1031,54354,7.43333333333
1032,54356,5.86666666667
1033,54369,7.03333333333
1034,54541,6.34285714286
1035,54542,6.01111111111
1036,54554,6.2
1037,54565,4.5
1038,54622,7.6
1039,54748,6.32
1040,54798,6.23333333333
1041,54907,3.1
1042,54933,7.5
1043,54993,6.35
1044,55009,6.8
1045,55057,5.625
1046,55080,3.5
1047,55156,7.6
1048,55193,7.4
1049,55214,5.1
1050,55222,6.04285714286
1051,55224,6.3
1052,55232,6.2
1053,55319,4.95
1054,55367,6.75
1055,55377,7.4
1056,55408,7.9
1057,55602,5.1
1058,55643,7.35
1059,55674,4.7
1060,55718,3.5
1061,55720,7.8
1062,55747,5.0
1063,55764,5.5
1064,55783,8.3
1065,55819,7.4
1066,55832,6.0
1067,55861,5.125
1068,55908,6.34
1069,55954,7.3
1070,56102,5.85
1071,56219,8.1
1072,56241,6.7
1073,56255,5.3
1074,56263,6.38571428571
1075,56358,6.56666666667
1076,56382,5.9
1077,56474,5.925
1078,56572,5.4
1079,56576,6.4
1080,56583,5.5
1081,56620,7.8
1082,56662,6.1
1083,56727,7.7
1084,56768,3.4
1085,56897,8.5
1086,56975,6.05
1087,56976,8.0
1088,57068,6.55
1089,57073,7.93333333333
1090,57133,6.59
1091,57168,5.4
1092,57185,6.3
1093,57310,7.2
1094,57320,3.43333333333
1095,57329,6.7
1096,57394,7.2
1097,57453,5.5
1098,57497,7.27058823529
1099,57498,5.04
1100,57501,5.63157894737
1101,57521,5.32
1102,57578,5.84
1103,57581,4.6
1104,57587,6.28571428571
1105,57592,7.29333333333
1106,57643,5.47142857143
1107,57647,8.8
1108,57666,9.6
1109,57694,5.7
1110,57772,6.4
1111,57774,7.5
1112,57788,6.6
1113,57893,4.2
1114,57936,9.0
1115,57946,6.225
1116,58157,8.6
1117,58236,7.2
1118,58250,6.3
1119,58286,6.6
1120,58360,6.96666666667
1121,58484,5.42142857143
1122,58490,7.2
1123,58560,4.95
1124,58577,3.6
1125,58648,6.12
1126,58671,7.1
1127,58704,6.17142857143
1128,58742,6.48
1129,58794,7.1
1130,58805,5.1
1131,58893,5.5
1132,58901,4.7
1133,58912,7.0
1134,58916,6.175
1135,58939,6.3
1136,58985,8.4
1137,58994,6.10714285714
1138,58996,6.9
1139,59000,8.1
1140,59235,7.25
1141,59283,7.0
1142,59312,7.6
1143,59411,5.2
1144,59430,6.1
1145,59535,3.2
1146,59540,4.95
1147,59620,5.85
1148,59631,6.4
1149,59669,6.46
1150,59738,6.9
1151,59761,3.8
1152,59820,7.46666666667
1153,59856,7.0
1154,59858,8.43333333333
1155,60031,6.33333333333
1156,60050,5.8
1157,60092,8.8
1158,60175,8.3
1159,60192,7.15
1160,60224,7.8
1161,60257,7.7
1162,60536,8.2
1163,60540,5.675
1164,60616,5.6
1165,60617,6.9
1166,60619,5.7
1167,60796,5.3
1168,60831,6.8
1169,60884,6.0
1170,60973,7.7
1171,60974,6.7
1172,61103,8.0
1173,61219,7.7
1174,61283,7.6
1175,61381,7.76
1176,61542,7.93333333333
1177,61586,6.995
1178,61744,3.0
1179,61746,7.3
1180,61787,6.3
1181,61822,9.0
1182,61830,7.8
1183,61880,6.1
1184,62065,7.38181818182
1185,62067,5.93636363636
1186,62077,8.25
1187,62112,5.5
1188,62136,6.4
1189,62256,4.86666666667
1190,62280,4.1
1191,62464,7.2
1192,62468,7.4
1193,62471,6.6
1194,62491,8.4
1195,62520,6.95
1196,62560,7.1
1197,62570,7.13333333333
1198,62575,8.7
1199,62599,7.35
1200,62713,8.04
1201,62791,6.4
1202,62794,6.35
1203,62822,8.7
1204,62852,8.4
1205,62881,7.35384615385
1206,62891,6.7
1207,62929,7.6
1208,63007,7.5
1209,63056,7.4
1210,63122,8.4
1211,63277,6.725
1212,63368,6.86363636364
1213,63462,4.56666666667
1214,63532,5.4
1215,63592,4.4
1216,63667,2.7
1217,63710,7.53333333333
1218,63716,9.2
1219,63869,7.1
1220,63871,3.7
1221,64006,4.1
1222,64057,5.25
1223,64082,8.0
1224,64229,6.01428571429
1225,64236,8.05
1226,64286,6.36666666667
1227,64302,5.42222222222
1228,64337,7.93333333333
1229,64368,6.09
1230,64382,6.6
1231,64391,5.05
1232,64508,5.95454545455
1233,64567,1.5
1234,64637,6.15
1235,64646,5.8
1236,64651,5.48
1237,64923,5.54
1238,64995,5.3
1239,65261,5.4
1240,65342,6.72
1241,65457,8.3
1242,65464,8.2
1243,65589,3.7
1244,65597,6.9
1245,65600,6.75
1246,65617,8.5
1247,65618,6.86
1248,65748,8.6
1249,65774,5.56666666667
1250,65840,7.46666666667
1251,65856,2.5
1252,65901,8.2
1253,65906,6.05
1254,65926,6.2
1255,65991,6.8
1256,66042,6.8125
1257,66051,5.85
1258,66059,5.31666666667
1259,66096,7.9
1260,66340,8.2
1261,66368,7.4
1262,66414,5.96666666667
1263,66442,6.56666666667
1264,66461,6.6
1265,66517,7.9
1266,66551,2.4
1267,66600,6.85
1268,66615,6.9
1269,66620,8.0
1270,66627,8.9
1271,66645,6.5
1272,66804,6.575
1273,66862,5.8
1274,66880,6.8
1275,66944,4.6
1276,66964,4.83684210526
1277,66992,6.0
1278,67002,5.2
1279,67004,6.1
1280,67007,6.2
1281,67011,7.7
1282,67018,7.8
1283,67049,6.7
1284,67201,6.58333333333
1285,67296,7.9
1286,67345,7.6
1287,67451,7.8
1288,67460,5.0
1289,67578,5.7
1290,67582,4.725
1291,67700,6.0
1292,67812,7.8
1293,67817,5.7
1294,67926,6.7
1295,67933,4.8
1296,68005,8.2
1297,68006,6.65
1298,68209,7.2
1299,68229,4.7
1300,68240,9.5
1301,68304,6.7
1302,68350,7.28333333333
1303,68362,7.4
1304,68372,7.0
1305,68437,7.4
1306,68476,5.3
1307,68524,6.075
1308,68534,6.12380952381
1309,68568,3.5
1310,68589,5.8
1311,68623,7.66666666667
1312,68673,7.35
1313,68734,7.0
1314,68895,4.9
1315,68901,6.2
1316,68916,5.9
1317,68931,5.25
1318,68945,8.2
1319,68995,5.5
1320,69033,8.7
1321,69057,7.1
1322,69141,6.2
1323,69164,6.0
1324,69166,8.7
1325,69438,7.5
1326,69625,9.25
1327,69745,8.6
1328,69868,6.8
1329,69886,6.41363636364
1330,69957,6.85
1331,70033,5.4
1332,70056,5.83333333333
1333,70103,5.4
1334,70143,6.4
1335,70144,7.29230769231
1336,70147,8.0
1337,70245,4.2
1338,70283,8.2
1339,70351,6.45
1340,70457,5.0
1341,70527,5.83333333333
1342,70558,5.8
1343,70585,7.5
1344,70702,5.6
1345,70847,6.525
1346,70874,4.4
1347,70882,5.93333333333
1348,70945,6.75
1349,70970,6.92857142857
1350,70993,7.6
1351,71048,6.8
1352,71072,5.09154929577
1353,71164,6.91764705882
1354,71172,6.3
1355,71177,5.4
1356,71242,7.5
1357,71293,7.5
1358,71350,8.55
1359,71364,8.2
1360,71403,7.8
1361,71491,7.4
1362,71593,7.65
1363,71667,6.76666666667
1364,71678,3.8
1365,71778,7.15
1366,71883,7.7
1367,72024,4.33333333333
1368,72070,7.2
1369,72271,6.5
1370,72272,5.72727272727
1371,72274,6.4
1372,72416,5.62
1373,72445,7.5
1374,72595,6.8
1375,72618,5.5
1376,72630,6.11428571429
1377,72645,8.1
1378,72652,6.26956521739
1379,72675,8.36666666667
1380,72823,6.6
1381,72877,8.3
1382,72936,7.21666666667
1383,72963,5.98571428571
1384,72975,6.3
1385,73074,7.7
1386,73171,4.5
1387,73246,5.0
1388,73279,7.16764705882
1389,73321,3.8
1390,73336,6.66923076923
1391,73345,7.5
1392,73510,4.5
1393,73517,5.9
1394,73571,5.15
1395,73630,8.7
1396,73634,7.3
1397,73659,6.0
1398,73706,6.9
1399,73821,9.1
1400,73890,5.7
1401,73914,7.6
1402,73948,8.1
1403,73970,6.8
1404,73997,6.7
1405,74003,7.15
1406,74004,6.6
1407,74111,7.6
1408,74185,8.0
1409,74187,7.56666666667
1410,74209,6.6
1411,74240,6.33333333333
1412,74413,8.2
1413,74418,8.9
1414,74452,7.6
1415,74454,7.3
1416,74462,5.075
1417,74517,8.8
1418,74526,6.7
1419,74545,7.0
1420,74743,6.72
1421,74757,8.7
1422,74758,7.4
1423,74838,6.46470588235
1424,74855,4.9
1425,75079,6.63333333333
1426,75210,6.32222222222
1427,75223,3.8
1428,75268,6.3
1429,75343,9.2
1430,75429,7.5
1431,75486,6.7
1432,75549,8.0
