,movie_id,rating
784,2716280,8.5
785,2716282,7.0
786,2716283,8.1
787,2716295,5.3
788,2716330,5.8
789,2716382,6.8
790,2716388,8.1
791,2716413,9.2
792,2716418,6.0
793,2716419,7.0
794,2716432,4.5
795,2716434,5.6
796,2716461,6.1
797,2716469,4.1
798,2716471,8.1
799,2716481,4.9
800,2716487,7.3
801,2716440,9.8
802,2716516,8.8
803,2716569,5.0
804,2716573,4.0
805,2716602,4.5
806,2716614,3.9
807,2716625,5.6
808,2716638,8.0
809,2716663,6.1
810,2716665,6.9
811,2716671,5.1
812,2716714,6.5
813,2716734,8.3
814,2716749,8.1
815,2716752,9.0
816,2716753,9.7
817,2716760,8.8
818,2716827,1.4
819,2716828,8.7
820,2716838,8.5
821,2716844,4.8
822,2716851,3.4
823,2716865,6.7
824,2716874,7.5
825,2716893,8.5
826,2716610,7.3
827,2716637,7.3
828,2716643,8.7
829,2716880,7.1
830,2716910,6.7
831,2716924,7.9
832,2716931,6.7
833,2716934,5.9
834,2716940,7.0
835,2716947,6.9
836,2716990,7.9
837,2716993,6.4
838,2717045,4.2
839,2717046,6.1
840,2716999,6.3
841,2717066,9.0
842,2717101,6.6
843,2717157,6.0
844,2717164,7.7
845,2717201,2.2
846,2717193,6.7
847,2717195,7.8
848,2717239,5.8
849,2717260,3.5
850,2717265,5.0
851,2717272,8.3
852,2717309,7.6
853,2717325,6.5
854,2717337,7.8
855,2717358,6.5
856,2717364,6.3
857,2717379,8.7
858,2717374,3.0
859,2717403,9.2
860,2717414,8.4
861,2717447,8.0
862,2717450,2.4
863,2717455,8.3
864,2717458,7.1
865,2717483,7.9
866,2717485,9.2
867,2717505,7.8
868,2717518,4.8
869,2717519,6.4
870,2717547,5.0
871,2717541,6.5
872,2717554,4.7
873,2717561,5.3
874,2717586,6.1
875,2717589,7.7
876,2717590,7.2
877,2717594,5.5
878,2717600,5.2
879,2717606,2.6
880,2717608,6.6
881,2717640,8.0
882,2717643,9.3
883,2717647,8.6
884,2717668,4.9
885,2717671,2.8
886,2717672,8.2
887,2717683,3.8
888,2717690,8.7
889,2717697,8.1
890,2717719,4.1
891,2717727,5.6
892,2717730,7.7
893,2717615,1.0
894,2717629,4.2
895,2717708,6.8
896,2717742,6.3
897,2717743,5.4
898,2717753,7.5
899,2717763,8.7
900,2717765,8.3
901,2717816,5.3
902,2717817,9.4
903,2717828,7.1
904,2717832,7.0
905,2717853,5.5
906,2717897,4.5
907,2717907,2.8
908,2718002,6.3
909,2718016,4.2
910,2718019,2.9
911,2718041,8.1
912,2718077,9.2
913,2718102,7.3
914,2718104,7.1
915,2718119,6.8
916,2718138,7.3
917,2718150,6.9
918,2718179,8.7
919,2718198,7.6
920,2718203,7.7
921,2718216,5.1
922,2718218,5.9
923,2718221,4.8
924,2718224,3.2
925,2718239,3.5
926,2718241,5.7
927,2718252,7.2
928,2718255,8.4
929,2718271,8.1
930,2718284,6.4
931,2718326,7.4
932,2718333,5.6
933,2718343,6.2
934,2718345,5.9
935,2718351,8.3
936,2718353,8.1
937,2718357,3.5
938,2718358,7.2
939,2718380,5.0
940,2718392,8.6
941,2718409,4.0
942,2718419,5.6
943,2718421,5.6
944,2718451,3.9
945,2718459,4.3
946,2718484,5.3
947,2718220,6.8
948,2718236,7.2
949,2718294,5.3
950,2718304,6.1
951,2718321,2.6
952,2718325,4.6
953,2718398,6.7
954,2718432,4.8
955,2718435,8.3
956,2718447,4.4
957,2718449,8.4
958,2718520,8.2
959,2718530,7.5
960,2718553,7.5
961,2718559,6.2
962,2718627,6.4
963,2718633,6.3
964,2718647,7.7
965,2718648,3.9
966,2718621,5.9
967,2718655,8.3
968,2718657,5.8
969,2718677,8.0
970,2718686,6.9
971,2718688,6.6
972,2718700,8.8
973,2718704,7.9
974,2718746,8.4
975,2718763,8.0
976,2718775,8.3
977,2718804,5.9
978,2718817,3.2
979,2718847,7.0
980,2718848,6.7
981,2718850,3.2
982,2718874,5.9
983,2718879,6.5
984,2718880,5.9
985,2718888,9.9
986,2718917,8.3
987,2718929,6.8
988,2718969,5.2
989,2718972,7.1
990,2718996,9.7
991,2719004,5.4
992,2719012,5.1
993,2719031,7.0
994,2719035,5.9
995,2719038,6.6
996,2719054,5.9
997,2718910,5.7
998,2718975,3.8
999,2719011,2.2
1000,2719014,5.6
1001,2719021,6.4
1002,2719084,7.4
1003,2719098,6.3
1004,2719108,6.0
1005,2719116,7.0
1006,2719132,8.0
1007,2719129,6.6
1008,2719170,7.6
1009,2719172,9.2
1010,2719178,6.9
1011,2719194,5.9
1012,2719210,7.5
1013,2719213,6.0
1014,2719239,6.1
1015,2719241,6.5
1016,2719259,5.1
1017,2719267,7.6
1018,2719269,7.6
1019,2719280,2.8
1020,2719281,8.6
1021,2719283,5.1
1022,2719289,8.7
1023,2719295,6.2
1024,2719309,6.7
1025,2719310,5.9
1026,2719317,7.6
1027,2719328,4.7
1028,2719351,6.0
1029,2719352,7.2
1030,2719389,7.0
1031,2719411,6.7
1032,2719435,3.7
1033,2719452,6.5
1034,2719456,5.2
1035,2719466,6.8
1036,2719470,7.1
1037,2719490,6.3
1038,2719504,6.6
1039,2719510,8.5
1040,2719516,8.2
1041,2719523,9.1
1042,2719528,8.5
1043,2719440,6.1
1044,2719448,5.7
1045,2719484,7.3
1046,2719495,6.5
1047,2719538,7.2
1048,2719557,7.6
1049,2719567,5.5
1050,2719569,6.1
1051,2719571,8.2
1052,2719573,6.6
1053,2719581,8.4
1054,2719590,7.2
1055,2719608,7.0
1056,2719612,7.6
1057,2719621,8.2
1058,2719631,8.3
1059,2719672,8.1
1060,2719688,5.3
1061,2719691,4.6
1062,2719695,6.2
1063,2719713,7.4
1064,2719724,4.7
1065,2719727,1.8
1066,2719749,6.5
1067,2719750,7.0
1068,2719780,4.5
1069,2719815,8.7
1070,2719832,3.5
1071,2719858,4.4
1072,2719865,5.8
1073,2719867,7.8
1074,2719863,5.5
1075,2719886,7.0
1076,2719887,8.1
1077,2719942,7.1
1078,2719944,8.4
1079,2719947,8.4
1080,2719949,8.5
1081,2719974,6.6
1082,2719980,5.6
1083,2719999,7.1
1084,2720015,5.8
1085,2720035,4.6
1086,2720067,6.5
1087,2720095,7.0
1088,2720100,5.4
1089,2720110,4.4
1090,2720140,7.7
1091,2720200,8.8
1092,2720203,9.1
1093,2720211,7.7
1094,2720222,7.1
1095,2720234,6.0
1096,2720248,5.9
1097,2720254,7.3
1098,2720375,5.4
1099,2720382,6.7
1100,2720415,6.4
1101,2720427,7.5
1102,2720432,7.3
1103,2720433,9.2
1104,2720505,6.6
1105,2720532,8.3
1106,2720557,7.4
1107,2720563,8.6
1108,2720566,6.4
1109,2720608,6.4
1110,2720610,7.9
1111,2720614,8.3
1112,2720615,6.6
1113,2720620,7.8
1114,2720625,8.5
1115,2720658,4.6
1116,2720667,8.6
1117,2720685,4.6
1118,2720692,6.2
1119,2720703,6.4
1120,2720737,7.2
1121,2720738,8.2
1122,2720740,8.3
1123,2720744,8.6
1124,2720754,6.7
1125,2720760,6.4
1126,2720763,8.7
1127,2720774,7.4
1128,2720785,6.2
1129,2720801,5.0
1130,2720805,3.4
1131,2720818,6.3
1132,2720832,6.4
1133,2720846,9.8
1134,2720868,8.3
1135,2720878,6.6
1136,2720881,5.7
1137,2720882,6.3
1138,2720933,7.6
1139,2720936,6.7
1140,2720906,5.0
1141,2720956,7.6
1142,2720989,5.8
1143,2721026,3.7
1144,2721028,8.8
1145,2721056,6.9
1146,2721132,7.8
1147,2721149,6.0
1148,2721216,9.2
1149,2721217,7.4
1150,2721218,7.9
1151,2721215,6.1
1152,2721221,8.1
1153,2721239,6.8
1154,2721256,8.7
1155,2721314,6.6
1156,2721315,7.8
1157,2721332,6.6
1158,2721343,7.1
1159,2721351,7.2
1160,2721366,6.8
1161,2721394,8.9
1162,2721403,7.9
1163,2721444,8.2
1164,2721456,8.2
1165,2721461,9.4
1166,2721466,6.3
1167,2721554,7.9
1168,2721563,8.3
1169,2721571,5.7
1170,2721601,5.2
1171,2721608,9.0
1172,2721611,8.6
1173,2721619,7.1
1174,2721625,6.2
1175,2721654,4.2
1176,2721745,6.8
1177,2721806,4.8
1178,2721819,7.4
1179,2721821,7.0
1180,2721828,6.8
1181,2721829,5.6
1182,2721927,6.4
1183,2721938,8.0
1184,2722002,9.2
1185,2722046,5.0
1186,2722016,6.1
1187,2722033,6.7
1188,2722067,7.5
1189,2722077,4.7
1190,2722116,5.6
1191,2722143,1.3
1192,2722181,7.7
1193,2722196,5.8
1194,2722199,7.6
1195,2722203,5.2
1196,2722266,4.4
1197,2722294,7.2
1198,2722295,7.8
1199,2722309,3.7
1200,2722310,8.3
1201,2722316,7.5
1202,2722323,6.3
1203,2722398,7.7
1204,2722467,9.2
1205,2722481,8.2
1206,2722596,10.0
1207,2722611,4.2
1208,2722630,7.5
1209,2722656,8.1
1210,2722687,5.3
1211,2722714,3.5
1212,2722726,5.6
1213,2722764,5.2
1214,2722792,6.5
1215,2722797,4.8
1216,2722786,7.0
1217,2722811,8.4
1218,2722819,8.2
1219,2722825,7.0
1220,2722832,4.9
1221,2722835,6.5
1222,2722838,7.6
1223,2722847,8.2
1224,2722865,6.8
1225,2722899,8.8
1226,2722906,7.5
1227,2722956,8.8
1228,2722978,2.5
1229,2723075,8.4
1230,2723089,6.6
1231,2723125,2.2
1232,2723152,6.8
1233,2723217,6.6
1234,2723222,7.6
1235,2723223,8.0
1236,2723229,4.7
1237,2723233,5.8
1238,2723274,5.4
1239,2723300,7.8
1240,2723303,6.8
1241,2723366,7.5
1242,2723378,7.8
1243,2723402,9.2
1244,2723435,8.6
1245,2723482,7.2
1246,2723495,7.4
1247,2723567,5.9
1248,2723569,5.9
1249,2723638,7.0
1250,2723640,6.0
1251,2723708,6.9
1252,2723734,6.2
1253,2723825,3.7
1254,2723873,8.5
1255,2723891,8.0
1256,2723975,9.1
1257,2725352,8.0
1258,2724003,8.2
1259,2724020,6.1
1260,2724085,7.8
1261,2724091,6.5
1262,2724134,6.4
1263,2724143,4.6
1264,2724148,4.5
1265,2724152,5.2
1266,2724154,8.5
1267,2724162,7.2
1268,2724182,6.1
1269,2724203,8.3
1270,2724207,5.5
1271,2724231,7.3
1272,2724230,8.4
1273,2724238,5.6
1274,2724247,8.1
1275,2724417,7.5
1276,2724418,8.2
1277,2724678,6.8
1278,2724685,8.8
1279,2724340,8.3
1280,2724454,6.7
1281,2724635,8.4
1282,2724481,8.3
1283,2724583,10.0
1284,2724611,8.2
1285,2724529,6.4
1286,2724532,3.1
1287,2724646,7.8
1288,2724718,9.1
1289,2724795,8.3
1290,2724876,6.7
1291,2724889,4.5
1292,2724929,6.3
1293,2724946,3.5
1294,2724956,6.0
1295,2724963,6.4
1296,2724982,6.4
1297,2725000,8.0
1298,2725014,3.2
1299,2725035,7.1
1300,2725053,7.7
1301,2725065,6.6
1302,2725106,7.3
1303,2725162,6.2
1304,2725179,6.8
1305,2725189,7.2
1306,2725311,5.9
1307,2725358,8.8
1308,2725362,8.6
1309,2725398,9.4
1310,2725385,6.3
1311,2725454,5.9
1312,2725476,9.0
1313,2725574,6.5
1314,2725581,6.7
1315,2725618,8.4
1316,2725632,9.0
1317,2725660,7.2
1318,2725684,7.6
1319,2725691,9.8
1320,2725697,6.5
1321,2725715,7.3
1322,2725728,7.1
1323,2725734,6.2
1324,2725753,8.4
1325,2725833,7.5
1326,2725844,5.6
1327,2725860,5.4
1328,2725875,6.4
1329,2725891,6.3
1330,2725938,6.9
1331,2725976,7.4
1332,2725981,5.7
1333,2726006,8.4
1334,2726021,6.7
1335,2726043,6.9
1336,2726064,6.5
1337,2726073,7.3
1338,2726115,8.1
1339,2726167,9.4
1340,2726172,5.9
1341,2726173,6.2
1342,2726202,5.5
1343,2726219,7.2
1344,2726230,6.9
1345,2726238,9.1
1346,2726250,4.5
1347,2726275,8.9
1348,2726283,9.4
1349,2726292,8.7
1350,2726307,5.2
1351,2726324,8.7
1352,2726331,9.6
1353,2726362,7.2
1354,2726425,7.2
1355,2726441,5.7
1356,2726442,4.9
1357,2726489,9.3
1358,2726492,7.1
1359,2726509,5.7
