,movie_id,mpaa
1710,3334005,Rated R for strong bloody war violence and pervasive language
1711,3334545,Rated R for some violence
1712,3334628,Rated PG-13 for brief strong language and teen drinking
1713,3335903,"Rated R for strong violence, language, some sexuality/nudity and drug content"
1714,3336065,"Rated PG-13 for some violence, sexual content and language"
1715,3336369,Rated R for language throughout and some violence
1716,3336641,"Rated R for strong sexual content including crude references, and drug use"
1717,3337493,Rated PG for mild peril and rude humor
1718,3338564,Rated R for some sexual content and language
1719,3339788,"Rated R for disturbing violent images, language and some sexual content"
1720,3340397,"Rated R for language, some sexual content, nudity and violent images"
1721,3340402,"Rated PG-13 for brief strong language, some thematic material and smoking"
1722,3340754,Rated PG for some thematic elements
1723,3340778,"Rated PG-13 for thematic elements, drug content and language"
1724,3341131,"Rated PG-13 for drug content, sexuality, language and brief violence"
1725,3341465,Rated PG-13 for some language
1726,3342380,Rated R for language
1727,3342687,"Rated PG-13 for violence, language and a scene of sensuality"
1728,3343145,"Rated R for language, some sexual content and brief violence"
1729,3343356,"Rated PG - 13 for thematic elements, language and some sexuality"
1730,3343683,Rated PG-13 for sexual content and brief language
1731,3343981,Rated R for language and some sexual content
1732,3344017,Rated PG-13 for sexual material and language
1733,3344179,"Rated R for strong sexual content, nudity, language, drug use and some domestic violence"
1734,3344272,"Rated R for strong disturbing violence and grisly images, some graphic sexual content and nudity, drug use and language"
1735,3344630,Rated PG-13 for thematic elements
1736,3344770,"Rated R for drug use, language and some sexual content"
1737,3345056,Rated R for some violence and sexuality
1738,3345717,"Rated R for language, some violence and brief sexuality"
1739,3345776,Rated NC-17 for explicit sexual content
1740,3345864,"Rated PG for rude humor, peril and brief smoking"
1741,3346063,"Rated R for language, some sexual content and drug use"
1742,3346149,"Rated R for strong violence, disturbing images, and sexuality"
1743,3346863,Rated R for language and brief drug use
1744,3347027,"Rated R for bloody horror violence throughout, sexual content, nudity, language and drug use"
1745,3348223,"Rated R for violence, language, child endangerment and some drug content"
1746,3348878,Rated PG-13 for some sexual references
1747,3350184,Rated R for some nudity and brief sexual references
1748,3350812,"Rated R for pervasive drug content and use, language and sexual content"
1749,3351000,Rated R for strong violence and brief sexuality
1750,3351146,"Rated R For strong bloody violence throughout, language and some sexual content"
1751,3351238,"Rated R for violent content including disturbing images, language, some drug use and a scene of sexuality"
1752,3351244,"Rated R for some violence, language and brief nudity"
1753,3351784,"Rated R for intense sequences of violence throughout, and for disturbing images"
1754,3351926,Rated PG for some mild action and rude humor
1755,3351972,Rated PG for thematic elements
1756,3352090,Rated R for some sexuality/nudity
1757,3352769,"Rated PG-13 for drug content, language and some mature thematic material"
1758,3352774,Rated PG for some rude humor and brief scary images
1759,3352775,Rated PG-13 for some crude sexual remarks and brief drug references
1760,3352871,Rated R for some language and nude images
1761,3353067,"Rated R for violence, language and brief nudity"
1762,3353640,"Rated R for violence, pervasive language and some sexuality"
1763,3353915,"Rated PG-13 for disturbing thematic material including bloody images, and some language"
1764,3353952,Rated R for language and some sexuality
1765,3354141,"Rated PG-13 for a brief suggestive comment, and smoking throughout"
1766,3354183,"Rated R for language, some sexual content and nudity"
1767,3354199,"Rated R for pervasive sexual content, brief graphic nudity, language and some drug use"
1768,3354201,"Rated R for strong sexual content, pervasive language, some nudity and drug use"
1769,3354299,"Rated R for drug content, language and some nudity"
1770,3354397,"Rated PG-13 for brief language, some suggestive images/nudity and smoking"
1771,3355471,Rated R for intense realistically graphic sequences of war violence
1772,3356843,"Rated PG-13 for language including sexual references, and brief violence"
1773,3358665,"Rated PG for sequences of fantasy action and violence, including frightening images"
1774,3358856,"Rated R for drug content throughout, sexuality, brief nudity, language and some violence"
1775,3359024,"Rated R for disturbing violence and sexual content, graphic nudity, and for language and drug use"
1776,3359370,"Rated PG-13 for violence and terror, some disturbing images and thematic elements"
1777,3359447,Rated PG for mild thematic elements
1778,3359609,"Rated PG-13 for suggestive material, teen drinking and some thematic elements"
1779,3359793,Rated R for some sexual references and teen partying
1780,3360159,"Rated R for some disturbing violence, and language throughout"
1781,3360198,Rated R for violence and martial arts action
1782,3360275,Rated PG-13 for thematic material involving disaster-related images and descriptions
1783,3360480,"Rated PG-13 for intense sequences of sci-fi violence, action and destruction, and for some language"
1784,3360485,Rated R for violence
1785,3360550,Rated PG-13 for violence and brief strong language
1786,3360719,Rated R for language and sexual references
1787,3361215,"Rated R for strong crude and sexual content including dialogue, nudity and pervasive language"
1788,3361244,Rated R for language throughout and some sexual content
1789,3361398,"Rated PG-13 for some intense sequences of violence and disturbing images, sexual content and brief strong language"
1790,3361858,"Rated PG-13 on appeal for some sexual content and language, and for accident and surgery images"
1791,3361989,"Rated R for sexual content, nudity, violence and language"
1792,3362753,Rated PG-13 for some sport violence/bloody images
1793,3363115,Rated PG-13 for language and some crude material
1794,3363667,"Rated R for strong disturbing violence and sexual content, graphic nudity, language and some drug material"
1795,3363997,"Rated R for strong violence, language, brief drug use and nudity"
1796,3364432,Rated PG for some mild action and rude humor
1797,3364593,"Rated R for crude and sexual content, graphic nudity, and language throughout"
1798,3364747,"Rated R for strong language, sexuality, some drug use and disturbing images"
1799,3364887,Rated R for language
1800,3364964,"Rated R for brief graphic nudity and sexual content, and a scene of drug use"
1801,3366799,"Rated PG-13 for drug content, thematic elements and some violent images"
1802,3367012,Rated NC-17 for explicit sexual content and graphic nudity throughout (edited version) (MPAA rating)
1803,3367314,Rated PG for sci-fi action and peril
1804,3367569,"Rated R for disturbing violent and sexual content, nudity and language"
1805,3368523,Rated PG-13 for some thematic material
1806,3369172,"Rated R for bloody horror violence, sexual content, nudity and language"
1807,3369845,"Rated PG-13 for crude and sexual humor, some language and violence"
1808,3370265,"Rated R for language, sexual dialogue and some drug use"
1809,3371304,Rated R for language and some violent images
1810,3371364,Rated PG for some violence and smoking
1811,3371924,"Rated PG for action violence, peril, brief language and some thematic elements"
1812,3371937,Rated PG for some mild action/peril
1813,3372195,Rated PG-13 for some sci-fi action violence
1814,3372384,Rated R for violence and language throughout
1815,3372436,Rated PG-13 for some violence
1816,3372592,Rated R for some language
1817,3373082,Rated PG for mild thematic elements and language
1818,3373208,"Rated PG-13 for extended sequences of violence and action, some thematic elements, substance use and language"
1819,3373496,"Rated R for language, some strong violence and brief drug content"
1820,3373553,"Rated PG for thematic material, some violence and language"
1821,3373775,"Rated PG - 13 for sexual content, drug material, language and some thematic elements"
1822,3373877,Rated PG-13 for thematic elements and some suggestive material
1823,3374249,Rated R for violence and some language
1824,3374264,"Rated R for language, a scene of strong sexuality and some drug use"
1825,3374756,Rated R for violence throughout and language
1826,3375770,"Rated R for pervasive language, some sexual material, violence and drug use"
1827,3375863,Rated PG for some thematic elements
1828,3375881,"Rated PG for thematic elements, brief suggestive images and incidental smoking"
1829,3376022,Rated R for violent content and language
1830,3376620,Rated R for some violence
1831,3377483,"Rated R for some graphic nudity,sexual content and language"
1832,3378445,"Rated R for drug and alcohol use, pervasive language, sexuality/nudity and disturbing behavior - all involving teens"
1833,3378512,Rated R for some war violence
1834,3379180,"Rated PG-13 for sci-fi action violence, and brief suggestive content"
1835,3379462,"Rated R for strong sexual content including graphic dialogue throughout-some involving teens, and for language"
1836,3380189,Rated PG-13 for brief strong language
1837,3380439,Rated R for violence and language
1838,3380470,Rated PG-13 for brief strong language
1839,3380545,"Rated R for violence, language including sexual references, and brief drug use."
1840,3380586,Rated R for some bloody violence and disturbing images
1841,3381184,Rated R for language
1842,3381458,"Rated R for brutal violence, grisly images, strong sexual content/nudity, language throughout and some drug use"
1843,3381986,Rated R for some violent content and language
1844,3382212,Rated PG for some rude humor and mild action
1845,3382982,Rated PG for some rude humor and language
1846,3383205,Rated R for language throughout and some violence
1847,3383837,Rated R for language
1848,3385055,Rated R for some sex-related material involving young teens
1849,3385273,Rated R for some language
1850,3385288,"Rated PG for rude humor throughout, language and thematic elements"
1851,3385558,Rated PG-13 for some sexual references and smoking
1852,3385747,Rated PG-13 for some violence and action
1853,3385770,"Rated PG for hazardous adventure action, a disturbing image, language and a rude gesture"
1854,3385847,"Rated PG-13 for thematic elements, drug content and some language"
1855,3385935,Rated PG for some mild thematic elements
1856,3386218,Rated R for language and brief nudity
1857,3386583,"Rated R for crude sexual content, language throughout, drug use and some graphic nudity"
1858,3387211,"Rated R for strong language throughout, drug use, some sexuality/nudity and brief violence"
1859,3388119,Rated PG for mild language and some suggestive content
1860,3388369,"Rated PG for thematic elements involving bullying and adolescent issues, and for brief language"
1861,3388463,Rated R for bloody violence and for language
1862,3389225,Rated R for nude sexual images
1863,3389671,Rated PG for action and rude humor
1864,3390437,"Rated PG for thematic material, including accident and medical images"
1865,3390967,Rated PG for some fantasy action and mild rude humor
1866,3391358,Rated PG-13 for mature thematic material including some sexual references
1867,3391367,"Rated R for language, violence and some sexuality/nudity"
1868,3391841,"Rated R for language, some brutal violence and sexuality"
1869,3391966,Rated R for some sexual references
1870,3392108,"Rated PG-13 for mature thematic material involving sexuality, disturbing images, and language"
1871,3392287,Rated PG-13 for intense sequences of fantasy action/violence and peril
1872,3392380,Rated R for language and some sexuality
1873,3392583,"Rated PG-13 for thematic content, sexual material and some language"
1874,3392960,"Rated PG for thematic elements, violence and language"
1875,3393189,Rated PG-13 for sequences of intense action and violence
1876,3393195,"Rated PG-13 for sequences of action and violence, and brief partial nudity"
1877,3393240,"Rated R for violence, sexuality and language"
1878,3393318,Rated R for language
1879,3393735,Rated R for language including some sexual references
1880,3395261,"Rated PG for peril, some scary images and brief thematic elements"
1881,3396162,Rated R for disturbing violent content and language
1882,3396748,Rated R for language and some violence
1883,3397076,Rated PG for thematic elements and brief language
1884,3397675,"Rated R for language throughout, sexual references and some violence"
1885,3397917,Rated PG for mild thematic elements and some action
1886,3398373,"Rated R for some bloody violence, and language throughout including sexual references"
1887,3398738,"Rated R for language throughout, some sexuality and brief violence."
1888,3398765,"Rated R for crude and sexual content, nudity, language and drug use"
1889,3398842,Rated PG-13 for some strong language
1890,3399187,Rated PG for some rude humor
1891,3399598,"Rated PG-13 for mature thematic material, a disturbing image and brief language"
1892,3400199,"Rated R for graphic war violence, pervasive language, some strong sexual content/nudity and drug use"
1893,3400412,Rated PG for brief mild language
1894,3400686,Rated PG for some mild thematic elements
1895,3401117,"Rated R for some sexuality, drug use, brief violence, and language throughout"
1896,3401210,Rated PG-13 for sexual content and smoking
1897,3401300,"Rated R for strong bloody violence, graphic nudity, plentiful drug use and language"
1898,3402028,Rated PG for a mild mishap
1899,3402221,"Rated R for brutal violence, and some language"
1900,3402836,"Rated R for teen drug use and partying, sexual material, brief nudity, and language throughout"
1901,3403047,"Rated PG - 13 for sexuality including references and innuendo, action/violence and brief strong language (edited version)"
1902,3403047,Rated R for some language and sexual material
1903,3404095,"Rated R for sexuality, some language and a disturbing image"
1904,3404236,Rated PG-13 for language and some suggestive material
1905,3404451,Rated PG-13 for some mature thematic elements and brief drug use
1906,3405708,"Rated R for strong pervasive crude and sexual content including dialogue, graphic nudity, language and some violence"
1907,3405753,"Rated R for violent and disturbing content, language throughout, some sexuality and nudity"
1908,3406211,Rated PG for some rude humor
1909,3406266,Rated PG for some mild thematic elements and rude humor
1910,3406962,Rated PG-13 for thematic elements
1911,3407210,"Rated PG for thematic elements, some disturbing images and incidental smoking"
1912,3407312,"Rated PG-13 for terror, frightening images, a scene of sexuality and brief language"
1913,3407567,Rated PG for some mild action and brief rude humor
1914,3407608,"Rated PG-13 for disturbing situations involving violence and threat, and for some mature thematic material and brief language"
1915,3407634,Rated PG for mild rude humor and some language
1916,3407694,Rated R for violence and language throughout
1917,3407870,Rated R for some sexual content
1918,3409000,Rated PG-13 for some sexuality and brief drug use
1919,3409132,"Rated PG-13 for some violence, sexual references, language, thematic elements and smoking"
1920,3409420,Rated R for sexual content including references
1921,3410229,Rated PG for some mild action and rude humor
1922,3410852,"Rated PG-13 for some violence and terror, brief language and teen smoking"
1923,3411017,Rated PG for some mild action
1924,3411397,Rated R for some violence including bloody images
1925,3411802,Rated PG for thematic material and some language
1926,3412009,"Rated PG for thematic elements, language, smoking and brief partial nudity"
1927,3412539,"Rated PG-13 for language, some sexual material and a brief drug reference"
1928,3412924,"Rated PG-13 for mature thematic material, sexual content and a rude gesture"
1929,3414168,"Rated PG for thematic elements, language and brief partial nudity"
1930,3414475,Rated PG for mild suggestive content
1931,3414530,Rated PG-13 for some suggestive material
1932,3414577,"Rated R for language, some sexuality and drug use"
1933,3415192,Rated R for language and sexual content
1934,3415316,"Rated PG for thematic elements, brief sensuality, some violence and language."
1935,3416850,Rated PG-13 for some violent and suggestive material
1936,3417121,Rated PG for brief mild language
1937,3417152,"Rated R for pervasive language, sexual content and some graphic nudity"
1938,3417719,Rated PG-13 for thematic material and some sexual references
1939,3418431,Rated R for some violence and drug use
1940,3418785,Rated PG-13 for some language and sexual references
1941,3418883,Rated R for some language
1942,3420140,"Rated R for violence, language, a scene of sexuality and some drug use"
1943,3421041,"Rated R for sexuality, brief graphic nudity, and language"
1944,3423548,Rated R for some violence and language
1945,3425894,"Rated R for grisly graphic images of disturbing violent content, drug material, language and brief nudity."
1946,3426593,"Rated R for sexual content, some disturbing violence, language, drug use and graphic nude images"
1947,3427792,"Rated R for crude and dangerous pranks, language throughout and sexual content"
1948,3427894,"Rated R for sexual content, language, brief graphic nudity, a beating and some drug material"
1949,3428015,Rated R for language and some sexual content/nudity
1950,3429935,Rated R for some language
1951,3430152,"Rated PG for language, some action and rude humor"
1952,3430276,"Rated PG-13 for sequences of reckless street racing, disturbing crash scenes, nudity and crude language"
1953,3430848,"Rated R for pervasive language, strong crude and sexual content, graphic nudity, and drug use throughout"
1954,3430859,"Rated R for crude sexual content including brief graphic nudity, language throughout, drug use and teen partying"
1955,3430965,"Rated PG for language including some drug references, and brief thematic material"
1956,3432346,Rated R for sexuality/nudity and some language
1957,3432364,"Rated PG-13 for thematic material involving dangerous and risky behavior, some sexual content, language, drug content, drinking and nudity-all involving teens"
1958,3432556,"Rated PG-13 for a scene of drug use, language and sexual references"
1959,3433117,"Rated R for brutal violence, pervasive language, some sexual content and nudity"
1960,3433118,Rated R for language and a scene of sexuality/graphic nudity
1961,3434165,Rated PG for thematic content
1962,3434609,Rated PG-13 for language including some sexual references
1963,3435059,"Rated R for drug use throughout, pervasive language, some sexual references and brief violent images"
1964,3437378,"Rated PG for mild action, some rude humor and brief language"
1965,3437728,Rated R for some language and nudity
1966,3437920,"Rated R for bloody horror violence, language, some drug use and brief sexuality"
1967,3437933,Rated R for zombie violence/gore and language
1968,3438053,"Rated R for language, sexual references and brief nudity"
1969,3438324,"Rated R for a scene of violence, and brief sexuality"
1970,3438476,"Rated R for violence including graphic images, and for language"
1971,3438613,"Rated R for language throughout including sexual references, and some violence"
1972,3439806,"Rated R for strong sexual content, nudity, bloody images, and language"
1973,3439968,"Rated PG for thematic elements, language and some rude humor"
1974,3440399,Rated R for violence and brief drug use
1975,3441058,"Rated PG-13 for depiction of extreme and dangerous stunts throughout, and for language"
1976,3441395,Rated R for language
1977,3441900,"Rated R for strong violence including a sexual assault, and for language"
1978,3442093,Rated PG-13 for some acts of violence
1979,3442109,"Rated PG-13 for sequences of violence, menace, terror, and for language"
1980,3442657,"Rated PG-13 for crude sexual content, drug material, teen smoking and drinking, brief strong language and gestures, and thematic elements."
1981,3443041,"Rated R for strong bloody violence, disturbing images, pervasive language and some sexuality/nudity"
1982,3443084,Rated PG for mild thematic elements
1983,3443154,Rated R for language throughout
1984,3443239,Rated PG-13 for thematic elements including brief violent images
1985,3443519,"Rated PG-13 for sexual content, thematic elements and language"
1986,3443725,Rated R for language
1987,3443749,"Rated R for sexual content, language and some drug material"
1988,3444075,Rated R for language including sexual references
1989,3444294,"Rated PG-13 for violence, disturbing images and brief suggestive content"
1990,3444431,"Rated PG-13 for mature thematic material, including some violent and sexual situations"
1991,3444598,"Rated R for sexuality, language and some drug use"
1992,3445065,"Rated R for violence, menace, graphic nudity, and language"
1993,3446121,"Rated PG-13 for intense sequences of action and violence, some language, sensuality and drug references"
1994,3446288,Rated R for language including some crude sexual references
1995,3446699,Rated PG for mild rude humor and action
1996,3447394,"Rated R for drug use, language throughout and brief sexuality"
1997,3447411,Rated R for violence throughout
1998,3447705,Rated PG-13 for some sexual content and language
1999,3448165,"Rated R for pervasive language, some drug use and sexual content"
2000,3448578,"Rated R for strong sexual content/nudity, language and brief drug use"
2001,3448651,Rated PG-13 for mature thematic material
2002,3449210,Rated R for disturbing violent content and some language
2003,3450287,"Rated PG-13 for mature thematic material involving illness, sexuality, and drugs, and for brief strong language"
2004,3450407,"Rated PG-13 for language, some action and sexual content"
2005,3450409,Rated PG-13 for violence and some language
2006,3452200,"Rated R for bloody violence, strong sexual content, language and some graphic nudity"
2007,3453433,"Rated R for some violence, sexuality/nudity and drug use"
2008,3455632,Rated PG for thematic material and images
2009,3457990,"Rated PG-13 for sci-fi action violence, brief strong language, and some sensuality/nudity"
2010,3458482,Rated R for language and sexual content
2011,3459093,Rated PG-13 for mature thematic material
2012,3459181,"Rated R for terror, violence, some disturbing images and brief language"
2013,3460898,"Rated R for violence, language, nudity and drug content"
2014,3463531,Rated PG-13 for some thematic material
2015,3463969,"Rated R for strong brutal violence, disturbing images, some graphic sexuality and nudity, and language"
2016,3464330,Rated PG for a scene of threatening violence and some thematic elements
2017,3464869,Rated R for strong violence and language throughout
2018,3465441,Rated PG for thematic elements and smoking
2019,3465681,"Rated PG for perilous action, some crashes and brief language"
2020,3466755,"Rated R for language, some drug content and violence"
2021,3466758,Rated R for violence and language
2022,3467022,"Rated R for strong sexual content, drug use and language"
2023,3467837,Rated PG for mild thematic elements and brief peril
2024,3468623,Rated PG-13 for some language and sexual material.
2025,3468718,"Rated PG-13 for sexual content, partial nudity, language, some violence and substance abuse"
2026,3468900,Rated PG for mild language
2027,3468976,Rated PG-13 for some violence and brief nudity
2028,3469065,"Rated PG-13 for violence, sexual references and language, some drug material and partial nudity"
2029,3469367,"Rated R for violence, language, brief drug use and sexuality"
2030,3470723,"Rated PG-13 for mature thematic material involving violence, drinking and drugs, and for smoking and some language"
2031,3471523,Rated PG-13 for some violence and scary images
2032,3471793,Rated PG for thematic elements throughout
2033,3471797,"Rated R for strong bloody violence including grisly images, sexual content and language"
2034,3471888,Rated R for language and brief nudity
2035,3472862,"Rated PG for thematic elements, some violence, brief sensuality and language"
2036,3473270,"Rated R for strong violence, disturbing images and language"
2037,3473897,Rated R for language including a brief sexual reference
2038,3474119,"Rated R for violence, language and brief drug use"
2039,3476288,"Rated PG for language, mild bullying and some rude humor"
2040,3478858,Rated PG for some rude humor and smoking images
2041,3479082,"Rated PG-13 for disturbing violent content, frightening horror images, and thematic material"
2042,3479095,"Rated PG-13 for disturbing images, terror and thematic elements"
2043,3479177,Rated R for language including some sexual references
2044,3479473,"Rated R for sexual content including nudity, and for language throughout"
2045,3479500,"Rated R for violence, language throughout, some sexuality, nudity and brief drug use"
2046,3480502,Rated PG-13 for disaster action/peril and some violence
2047,3480814,"Rated R for some violence, terror and disturbing images"
2048,3480872,"Rated R for strong violence, language and drug content"
2049,3481509,"Rated R for strong bloody violence, disturbing sexual content, and language"
2050,3481979,Rated R for language including some sexual references
2051,3482610,Rated R for language and some sexual content
2052,3483220,"Rated PG for sequences of action and scary images, and brief mild language"
2053,3484215,"Rated PG-13 for sequences of intense sci-fi action and violence throughout, and brief language"
2054,3484442,Rated PG for mild action and rude humor (Approved No. 49430)
2055,3484804,Rated R for language including some sexual references
2056,3485101,"Rated R for bloody violence, crude sexual content, nudity, language throughout and drug use"
2057,3486350,"Rated R for strong sexual content, drug and alcohol use, and pervasive language - all involving teens"
2058,3486641,"Rated PG for fantasy action violence, language and some thematic material"
2059,3488564,"Rated R for language, sexuality, some violence and nudity"
2060,3489096,"Rated PG-13 for some language, drinking, sexuality and partial nudity - all involving teens"
2061,3489420,"Rated PG for scary images, thematic elements, language and some rude humor."
2062,3489950,"Rated PG-13 for sexual material, substance abuse, some language and thematic elements"
2063,3490892,"Rated PG-13 for some sexuality, violence and language"
2064,3490963,"Rated R for some violence, language, brief sexuality and drug use"
2065,3490965,Rated R for language and some violence/terror
2066,3490970,Rated R for language and some horror violence
2067,3490971,"Rated R for pervasive language, some violence, graphic nudity and some drug use"
2068,3491053,"Rated R for crude and sexual content throughout, nudity, language and some drug use."
2069,3491061,"Rated PG for scary action and images, thematic elements, some rude humor and language"
2070,3491154,"Rated R for pervasive language, some sexual content/nudity and horror violence"
2071,3491539,Rated PG for some rude humor
2072,3491650,Rated R for sexual content and language
2073,3492233,"Rated R for strong violence, language throughout and brief sexual content/nudity"
2074,3492303,"Rated PG-13 for bloody sequences of ER trauma procedures, some violent images and language, and smoking throughout"
2075,3493081,Rated R for language and brief sexuality
2076,3493141,Rated PG for some reckless behavior
2077,3494303,"Rated PG-13 for sexuality, nudity and action/peril"
2078,3494551,"Rated R for sexual content, language and some violence"
2079,3495123,"Rated R for language throughout, brief sexual content and some violence"
2080,3495414,Rated R for some language
2081,3496774,"Rated R for language including sexual references, and some drug use"
2082,3496801,Rated PG for some violence
2083,3497027,Rated PG-13 for drug references and brief strong language
2084,3497116,Rated R for drug content and language
2085,3497458,"Rated R for violence, language and brief drug content"
2086,3497468,"Rated PG-13 for brief strong language, some sexual content and historical smoking"
2087,3497472,"Rated R for violence, sexual material, graphic nudity, pervasive language and some drug use"
2088,3498027,Rated R for sexual content and language
2089,3498146,Rated R for drug content and some sexual references
2090,3499050,"Rated PG-13 for sexual content, drug material and language"
2091,3499645,"Rated PG for thematic elements, some smoking and language"
2092,3500019,Rated PG for mild action and some rude humor
2093,3500422,"Rated R for violent content, bloody images, and language."
2094,3500624,"Rated PG-13 for language, some drug use and brief sexuality"
2095,3500689,"Rated R for language including some sexual references, and brief nudity"
2096,3500896,Rated R for language
2097,3501407,"Rated PG for fantasy action violence, some scary images and mild language"
2098,3501907,Rated R for language and some sexuality/nudity
2099,3502855,Rated PG-13 for violence and thematic elements
2100,3503881,"Rated R for strong bloody violence, some grisly images, language and brief sexuality"
2101,3504077,"Rated PG for action, peril and brief language"
2102,3505155,Rated R for violence
2103,3505170,"Rated PG for thematic elements, violence and a suggestive situation"
2104,3505193,"Rated R for violence, language and brief sexuality"
2105,3505869,"Rated PG-13 on appeal for some strong language, thematic elements and sexual references"
2106,3506067,Rated PG-13 for some thematic elements and brief suggestive material
2107,3507409,"Rated R for sexual content, drug and alcohol use and language - all involving teens"
2108,3509463,Rated PG for some sensuality/partial nudity and smoking
2109,3509526,"Rated R for bloody violence, drug content and pervasive language"
2110,3510341,Rated R for language
2111,3510562,"Rated R for sequences of strong bloody horror violence and gore, graphic nudity, sexual content, language and some drug use"
2112,3510601,Rated R for violence
2113,3510755,"Rated PG-13 for sexual content/nudity, language and some violence"
2114,3511262,"Rated PG-13 for sexual material, language and drug references"
2115,3511263,Rated PG-13 for innuendo and language
2116,3511281,Rated PG for some thematic and suggestive material
2117,3511528,RatPG-13 for some language and suggestive comments
2118,3511542,Rated PG for pranks and rude humor
2119,3511657,Rated PG-13 for some violence
2120,3512299,Rated PG for some mild action and rude humor
2121,3512307,Rated PG for action and some peril
2122,3512721,"Rated R for strong violence, sexual content/nudity, language throughout and some drug use"
2123,3513360,"Rated R for bloody violence, sexual content/nudity and some teen partying"
2124,3514049,"Rated PG-13 for some sexual situations, language and a brief intense image"
2125,3514090,Rated R for language and sexual content
2126,3514632,Rated PG-13 for brief strong language
2127,3515362,"Rated R for sexual material, violence, language and some drug use."
2128,3515513,Rated PG for thematic elements and some language
2129,3515615,Rated PG-13 for some thematic material and brief strong language.
2130,3515768,"Rated R for some strong sexual content, nudity, violence and language"
2131,3515917,"Rated R for bloody violence/gruesome images, and language throughout"
2132,3516619,"Rated PG-13 for violence, thematic material involving perilous activity, some sexuality, language and drug material"
2133,3518414,"Rated PG-13 for intense frightening sequences, brief suggestive material, and some language"
2134,3518722,"Rated PG-13 for intense battle sequences, disaster-related action and brief sexual content"
2135,3519213,"rated R for crude and sexual content throughout, graphic nudity, pervasive language, violence and drug use"
2136,3519990,"Rated R for some graphic nudity, language throughout, sexual content and drug use"
2137,3520010,Rated R for a scene of sexuality
2138,3523319,"Rated PG-13 for some drug content, violent images, sensuality and smoking"
2139,3523359,"Rated R for violence, language and some sexuality"
2140,3525576,"Rated R for language throughout, some violence and sexual material"
2141,3525596,"Rated R for language, some violence and drug use"
2142,3525753,"Rated R for violence, some sexuality, nudity and language"
2143,3526315,"Rated R for strong crude and sexual content throughout, language and some drug use"
2144,3526619,"Rated PG-13 for some violence, intense action sequences and language"
2145,3527335,"Rated R for language, some disturbing images and graphic nudity"
2146,3528154,"Rated PG-13 for mature thematic material involving human trafficking, and some violence"
2147,3528238,Rated R for language and brief sexual content
2148,3528305,"Rated PG-13 for zombie violence and action, and brief suggestive material"
2149,3528409,"Rated PG-13 for intense sequences of violence and action, disturbing images and brief strong language"
2150,3528995,"Rated R for bloody horror violence, brief sexuality/nudity and some language"
2151,3529116,Rated R for some sexual content.
2152,3530124,"Rated R for disturbing violent content including torture, and language throughout"
2153,3530791,"Rated R for violence, grisly images, and language including a sexual refere nce"
2154,3532667,Rated PG-13 for some language and sexual content
2155,3532819,Rated PG-13 for mature thematic elements
2156,3532828,"Rated PG-13 for some strong language, drug content, thematic elements and disturbing images"
2157,3532950,"Rated R for crude and sexual content throughout, nudity, drugs, drinking, pervasive language, reckless behavior and mayhem - all involving teens (also extended cut)"
2158,3533208,Rated PG for mild language and a brief fight
2159,3533351,"Rated R for sci-fi violence including some intense images, and brief language"
2160,3533468,Rated R for language
2161,3533537,"Rated R for sexual content, nudity and language"
2162,3536170,Rated PG for rude humor
2163,3536292,Rated R for language including some sexual references
2164,3536636,Rated PG for language and brief smoking
2165,3536828,Rated PG for mild thematic material.
2166,3537113,"Rated R for drug use, language, some nudity and a sexual reference"
2167,3537664,Rated PG for some mild rude humor
2168,3538566,"Rated R for pervasive drug content and language, some strong sexuality, nudity and violence"
2169,3538715,Rated PG for some adventure action and mild rude humor
2170,3539994,"Rated R for bloody violence, and language"
2171,3541534,"Rated PG for rude and suggestive humor, and some action"
2172,3541760,Rated PG for some mild thematic elements and brief language
2173,3542134,"Rated R for bloody horror violence, terror, language and brief sexual content"
2174,3542235,Rated PG-13 for brief strong language and suggestive humor
2175,3542455,Rated R for some language and brief drug use
2176,3542716,"Rated R for language, some bloody violence, sexual content/nudity and brief drug use"
2177,3542756,"Rated PG for thematic elements, an accident scene and some suggestive material"
2178,3542798,Rated PG-13 for brief nudity and some thematic elements
2179,3544330,"Rated R for sexual content, language, drug and alcohol use-mostly involving teens"
2180,3544775,"Rated PG-13 for violence, sci-fi/fantasy action, some sensuality, and language including sex references"
2181,3545033,Rated R for some violent content
2182,3545389,Rated PG-13 for thematic elements and language
2183,3546562,Rated PG-13 for thematic elements and smoking
2184,3548928,"Rated R for pervasive language, sexual content and some violence"
2185,3549522,"Rated PG for rude humor, language, action and smoking"
2186,3550099,"Rated R for language including crude sexual references throughout, and for drug use"
2187,3550637,Rated PG for action and some rude humor
2188,3550851,"Rated R for language, some sexual material and terror"
2189,3551732,"Rated R for strong brutal bloody violence throughout, and language"
2190,3552078,"Rated R for bloody violence throughout, language and some sexual materia"
2191,3552195,"Rated PG-13 for sexual content, violence, language, drug use, and smoking (edited for re-rating)"
2192,3552195,"Rated R for some violence, language and brief drug use (original rating)"
2193,3552833,"Rated R for violence, language and sexual content"
2194,3552899,"Rated PG-13 for some violence, intense action and brief language"
2195,3553053,Rated R for some language
2196,3553440,Rated R for violence and language
2197,3553771,"Rated R for sexual content/nudity, language throughout, violence and drug use"
2198,3553912,Rated R for language throughout
2199,3554180,Rated R for language and some violence
2200,3554256,Rated R for violence and language
