,movie_id,mpaa
652,2905377,Rated PG for some mild rude humor
653,2905508,": Rated PG for some peril, thematic elements and language"
654,2905536,Rated PG for some mean behavior.
655,2905568,Rated PG-13 for some rude humor and a brief drug reference
656,2905732,Rated PG for thematic elements
657,2905755,Rated PG for some thematic elements and brief violence
658,2906017,"Rated R for strong bloody violence, language and some nudity"
659,2906033,Rated R for some nudity and language
660,2906052,"Rated PG-13 for intense action and violence, thematic material, some language, sexual content and teen drinking"
661,2906263,"Rated R for violence and gore, and a scene of sexuality/nudity"
662,2907824,Rated R for language throughout
663,2908109,Rated R for battle violence and some language
664,2908210,Rated PG for mild thematic elements
665,2908531,"Rated PG-13 for some thematic elements, and language"
666,2908548,"Rated R for strong sexuality, nudity and language"
667,2909262,"Rated R for sexual content, language and some drug use"
668,2909562,Rated PG for some dramatic images and mild sensuality
669,2909810,Rated R for language
670,2909847,Rated R for language
671,2910145,Rated R for some language
672,2912639,Rated PG-13 for some thematic elements including sexual material
673,2913178,Rated R for language and brief violence
674,2913489,"Rated R for violence, language, sexuality/nudity and some drug use"
675,2913584,Rated R for language and brief graphic nudity
676,2913606,Rated PG for mild rude humor
677,2913659,"Rated R for horror violence and gore, and for language"
678,2913968,"Rated R for pervasive language, sexual content, and brief drug use"
679,2914818,"Rated R for disturbing graphic crime images, drug material and language"
680,2915482,"Rated R for strong bloody violence, sexuality/nudity, some language and drug use"
681,2916438,Rated R for violence and language
682,2916559,"Rated R for disturbing bloody violence, language and some sexuality/nudity"
683,2916818,"Rated PG for western violence, language and brief smoking"
684,2917010,Rated PG-13 for thematic elements and brief strong language
685,2917336,"Rated PG-13 for violence, frenetic action, some sexuality, language, and drug material"
686,2917510,"Rated PG-13 for violence, disturbing images, intense sequences of action, sexuality and brief strong language"
687,2917604,Rated R for language and some violence/torture
688,2918255,"Rated PG-13 for violence, some language and thematic material"
689,2918665,Rated R for language and some violence
690,2918722,Rated R for bloody horror violence and strong language
691,2918966,"Rated R for strong disturbing violence involving children, and for some language"
692,2919437,"Rated R for language including sexual references, and some drug use"
693,2919650,"Rated PG-13 for some sex and drug references, language and brief horror images"
694,2919967,"Rated PG-13 for some drug material, sexuality and language"
695,2920246,Rated PG-13 for brief strong language.
696,2921073,Rated R for violence and language
697,2921334,Rated R for some language
698,2921383,Rated R for language and sexual content/nudity
699,2921546,"Rated R for strong sexuality, a brief sexual assault, and some language"
700,2921993,Rated R for language
701,2921996,"Rated R for strong bloody violence, some sexuality and nudity"
702,2922462,Rated R for strong sexual content and some language
703,2922463,"Rated PG-13 for thematic material including some disturbing images, and language"
704,2923638,"Rated PG for thematic material including images of nudity, drug use, war and smoking"
705,2924538,Rated PG-13 for disturbing content and some language
706,2924734,"Rated PG for some bullying, rude humor and language"
707,2924952,"Rated R for violence, pervasive language and brief drug use"
708,2925004,"Rated R for violence, language and brief sexuality"
709,2926129,"Rated R for horror violence and gore, language including sexual references, and some drug use"
710,2926143,"Rated R for language, violence and brief drug use"
711,2926374,Rated PG-13 for an unsettling sequence
712,2926849,Rated R for some bloody violence
713,2926887,"Rated R for some violent images, nudity and language"
714,2928082,"Rated R for some strong sexual content including graphic nudity, violence and language"
715,2928581,"Rated R for strong crude and sexual content throughout, nudity, language and some drug use"
716,2928634,"Rated R for sexual content, nudity, language and drug use - all involving teens"
717,2928867,Rated R for violence and language
718,2929063,"Rated R for language, violence, sexual content and drug use"
719,2929625,Rated PG-13 for some violence and drug content
720,2930329,"Rated PG-13 for intense sequences of western and sci-fi action and violence, some partial nudity and a brief crude reference"
721,2930340,Rated PG-13 for some western action violence
722,2930436,Rated PG for mild thematic elements and brief language
723,2930842,"Rated PG-13 for sexual content, language and innuendo"
724,2931429,Rated R for some violence/terror
725,2931683,"Rated R for sexuality, language and brief drug use"
726,2931825,"Rated PG-13 for coarse humor, sexual content and language"
727,2932221,"Rated R for strong sexual content, nudity, language and drug use."
728,2932287,"Rated R for bloody violence and grisly images, some sexual content, graphic nudity, language and brief drug use"
729,2932432,"Rated PG-13 for violence, language and some sensuality"
730,2932467,Rated R for brief violence and language.
731,2933228,Rated R for strong violence and language throughout
732,2933438,"Rated R for bloody violence, some sexual content and brief strong language"
733,2933889,"Rated R for disturbing content involving drugs and alcohol, sexual references and language"
734,2934029,Rated PG-13 for some suggestive references
735,2934167,Rated R for violence
736,2934667,Rated PG-13 for violence and thematic elements
737,2934805,Rated PG-13 for martial arts violence and brief partial nudity
738,2934971,"Rated R for some grisly violence, pervasive language and brief nudity"
739,2935341,"Rated PG-13 for disturbing thematic material, violence, sensuality, some teen drinking, and language"
740,2935600,"Rated R for language, a scene of sexuality, and some drug use"
741,2936671,Rated R for language and sexual references
742,2936752,"Rated R for language, sexual content and some drug use"
743,2938838,"Rated R for bloody horror violence, and for language"
744,2939101,"Rated R for violence, bloody images, language including sexual references and brief graphic nudity"
745,2939290,Rated R for violence and language
746,2939348,"Rated R for violence, sexuality and language"
747,2939472,Rated R for nude art images
748,2939817,"Rated R for violent content, pervasive language, some sexuality, and drug and alcohol use - all involving teens"
749,2940128,Rated R for some violence
750,2941909,Rated PG for thematic material and smoking
751,2942434,"Rated PG-13 for thematic elements, crude and suggestive content, and for language"
752,2942694,Rated PG for some comic action violence
753,2943570,Rated PG for mild thematic elements and brief language
754,2943934,"Rated R for pervasive language, some strong sexual content, nudity and drug use"
755,2944554,Rated PG-13 for mature thematic content including some sexual material
756,2944881,"Rated PG-13 for language, some suggestive references and brief teen partying"
757,2945399,Rated PG for some suggestive material
758,2946775,"Rated R for language, drug use and some nudity"
759,2946908,Rated R for drug use and language
760,2946929,Rated R for sexual content and language
761,2947836,Rated PG-13 for some language.
762,2948073,"Rated R for language, some sexual content and brief drug use"
763,2948123,"Rated R for violence, language and a sexual reference"
764,2948145,Rated R for violence and bloody images
765,2948230,Rated R for violence
766,2948279,Rated R for bloody violence and language
767,2948310,"Rated R for violence, some nudity and language"
768,2948379,Rated PG for some mild thematic elements and language
769,2948585,"Rated R for some disturbing violence, language, drug use and sexual content"
770,2948718,"Rated PG-13 for comic horror violence, sexual content, some drug use, language and smoking"
771,2948789,"Rated PG-13 for violence, terror throughout, sexual material, drug content and language - all involving teens"
772,2948864,"Rated PG-13 for bloody shark attacks/disturbing images, and for language including sexual references"
773,2949270,"Rated PG-13 for some sexual content including references, and language"
774,2950552,"Rated PG for some thematic elements, mild peril and brief language"
775,2950810,Rated PG for mild peril and brief language
776,2952625,"Rated R for strong sexual content including crude dialogue, pervasive language, drug and alcohol use - all involving teens"
777,2953326,Rated PG for some violent content
778,2953890,Rated PG-13 for some crude humor and dialogue
779,2953907,"Rated PG-13 for intense sequences of sci-fi violence and action, and brief strong language"
780,2953931,Rated R for violence and language
781,2955841,"Rated R for language, sexuality/nudity and some violence"
782,2956395,"Rated R for violent images, graphic nudity, sexual content and some language"
783,2956614,"Rated R for strong sexual content, brief graphic nudity, some violence and language"
784,2957356,Rated R for violence and some sexual references
785,2957897,"Rated R for violence, language throughout and a scene of sexuality"
786,2958548,"rated R for strong violence, language and sexuality"
787,2958556,"Rated R for bloody violence and gore, language, some sexual content and brief drug use"
788,2958665,Rated PG-13 for some mature thematic material
789,2958981,"Rated PG-13 for some violence, sexual references and thematic material"
790,2959076,"Rated R for strong violence and language throughout, sexual content and graphic nudity"
791,2959115,Rated R for bloody horror violence and some nudity
792,2959312,Rated PG-13 for language and some suggestive material
793,2959529,Rated PG-13 for some suggestive material and smoking
794,2959861,"Rated R for language, sexual content and drug use"
795,2960198,"Rated R for violence, language, some sexual material and brief drug use"
796,2960422,Rated R for language
797,2960694,"Rated R for violence and gore throughout, language, and some sexual material and nudity"
798,2961753,"Rated R for violence, pervasive language, some drug use and sexual content"
799,2961873,Rated R for language and some sexual content
800,2961903,"Rated R for violence, language and a scene of sexuality"
801,2962238,Rated R for language and some violence
802,2962292,Rated PG-13 for some violence and brief strong language
803,2962335,"Rated PG-13 for mature thematic elements involving alcohol and substance abuse, and for some violence and brief language"
804,2962814,Rated PG for language and brief disaster images
805,2962827,Rated PG-13 for prolonged intense disaster sequences and related disturbing images
806,2963922,"Rated PG for violence and menacing action, rude humor, suggestive content and thematic elements"
807,2963946,Rated PG-13 for some language
808,2964189,Rated R for some violence and disturbing images
809,2964270,"Rated R for bloody violence, grisly images, terror throughout, and language"
810,2964399,"Rated PG-13 for thematic elements, sexual content, some drug material, brief violence and language"
811,2964990,"Rated R for language, some sexual references, drug use and disturbing behavior"
812,2965031,Rated R for language and some sexuality/nudity
813,2965159,Rated R for some violence/terror and brief language
814,2965281,Rated R for crude sexual content and language
815,2965598,Rated PG for mild violence and peril
816,2965830,"Rated R for brief sexuality, nudity and some language"
817,2966113,Rated PG-13 for thematic material and brief strong language
818,2966875,Rated PG for thematic elements and some suggestive material
819,2970920,Rated R for some sexual content
820,2973163,"Rated PG-13 for thematic elements, some drug material and violence"
821,2973541,Rated R for strong violence and language
822,2974040,Rated PG-13 for some sexual references
823,2974263,Rated PG for rude humor and mild action
824,2974676,Rated PG - 13 for some sexuality and thematic elements
825,2975485,"Rated R for bloody violence, crude and sexual content, nudity, language, some teen drinking and drug use"
826,2976090,Rated PG-13 for some mature thematic elements
827,2976521,Rated R for violence
828,2976620,Rated R for language and some bloody images
829,2977394,"Rated R for violence, language and brief sexuality/nudity"
830,2977769,Rated R for violence and brief language
831,2977946,"Rated PG-13 for thematic elements, brief strong language, some drug use and suggestive material"
832,2978266,"Rated R for some language, violence and drug material"
833,2978376,"Rated PG-13 for brief strong language, some sensuality and smoking"
834,2978418,Rated PG-13 for some nude images
835,2978732,Rated PG for some rude humor
836,2978733,Rated PG for some mild rude humor and mischief
837,2979409,"Rated PG for thematic elements, some violence, language and smoking"
838,2985751,"Rated PG for thematic elements, some mischief and brief smoking"
839,2985942,"Rated R for language including some sexual references, drug use and brief graphic nudity"
840,2987405,Rated PG for some scary action and mild rude humor
841,2987445,"Rated PG for mild thematic elements, language and brief smoking"
842,2987624,Rated R for some language
843,2988232,"Rated PG-13 for some sexual material, drug references, and partying"
844,2988361,"Rated R for sexuality, nudity and language"
845,2988472,"Rated R for crude sexual content throughout, graphic nudity, and for language and drug use"
846,2988683,"Rated R for pervasive crude sexual humor, strong language, some nudity and drug use"
847,2989300,"Rated R for sexual content, some graphic nudity, language, violence and drug use - some involving teens"
848,2990974,"Rated PG-13 for intense violence and action, thematic elements and some sensuality"
849,2991301,"Rated R for crude and sexual content throughout, pervasive language and some graphic nudity"
850,2991532,"Rated PG for thematic elements, mild action, scary images and some rude humor"
851,2991796,"Rated R for strong graphic violence throughout, a vicious fight, language and some nudity"
852,2992627,"Rated PG-13 for thematic elements, an accident sequence and some violence"
853,2993353,"Rated PG-13 for sci-fi violence and action throughout, and an intense crash sequence"
854,2994240,Rated PG for mild rude humor
855,2995347,Rated PG for some mild thematic elements
856,2995348,Rated PG for some mild thematic elements
857,2995421,"Rated R for sexual content, nudity, pervasive language, some violence and drug use"
858,2996138,Rated PG for some mild rude content
859,2996139,"Rated PG for rude humor, action and some language"
860,2996202,"Rated R for strong graphic sexual material and dialogue throughout, nudity, language and some drug use"
861,2996467,"Rated PG-13 for crude and suggestive content, some language and brief violence"
862,2996614,"Rated R for terror, violence, disturbing content, and language including sexual references"
863,2997315,Rated R for some language
864,2997421,Rated R for language and some drug use
865,2997514,"Rated R for sexual content, language and drug use"
866,2998120,"Rated R for bloody horror violence, language, a sexual assault, nudity and teen drinking"
867,2998203,Rated PG-13 for some violent content
868,2998438,"Rated PG-13 for some violence, sexual content and thematic elements"
869,2998587,Rated PG for mild thematic elements
870,2998632,"Rated R for language, drug content, sexuality/nudity, and some violence-all involving teens"
871,2999130,"Rated PG-13 on appeal for sexual content, language and brief drug use (re-rating)"
872,2999130,Rated R for some sexual content (original)
873,2999415,"Rated PG for sequences of fantasy action and peril, scary images and brief language"
874,3001359,Rated PG for thematic elements
875,3001754,Rated R for language and some drug use
876,3003055,"Rated PG-13 for intense sequences of warfare, vampire attacks, disturbing images, and some sensuality"
877,3003095,Rated R for sexuality/nudity and some violence
878,3003116,Rated R for brief strong language (original rating) (rating appealed)
879,3003307,"Rated R for brutal violence, pervasive language, some sexuality/nudity and drug use"
880,3004326,"Rated PG-13 for violence, terror, some sexuality and brief strong language"
881,3005298,"Rated R for strong bloody violence, language, drug use and some sexual content"
882,3005818,Rated R for language and drug content
883,3006058,Rated R for language throughout
884,3006199,"Rated R for strong brutal bloody violence, language and some nudity."
885,3006208,"Rated R for strong brutal violence throughout, grisly images, some graphic sexual content, nudity and pervasive language"
886,3007462,": Rated R for strong sexual content including crude behavior, language throughout, and some drug use"
887,3008120,"Rated R for strong violence, drug content and language"
888,3008551,Rated PG for mild language and rude humor
889,3009005,"Rated R for horror violence/gore, sexual content, nudity, language and some drug use"
890,3009378,"Rated R for violence, drug content and some language"
891,3009425,"Rated PG-13 for crude and sexual humor, partial nudity, language and some drug references"
892,3011000,Rated PG for mild action and rude humor
893,3011179,Rated R for violence and language
894,3012485,"Rated R for strong bloody horror violence and gore throughout, and language including some sexual references"
895,3013507,"Rated PG for some action and peril, and mild language"
896,3013860,"Rated PG for brief violence, suggestive content and mild language"
897,3014212,"Rated R for some strong sexuality, nudity, drug use, violence including a rape, and for language"
898,3014366,"Rated R for language, some sexual references and brief nudity"
899,3014432,"Rated R for violence, disturbing images, and language throughout"
900,3014465,Rated R for some disturbing images of animal cruelty
901,3014957,Rated R for violence and language
902,3014962,"Rated PG for thematic material, action and peril, and some language"
903,3015127,"Rated R for violence, sexuality/nudity and language"
904,3015628,"Rated PG-13 for suggestive material, partial nudity, drug references and brief strong language"
905,3015732,"Rated PG-13 for some suggestive material, partial nudity and smoking"
906,3015828,"Rated R for disturbing violent and sexual content involving human trafficking, language and drug use"
907,3015838,"Rated R for drug use, language and some sexuality/nudity"
908,3015843,"Rated R for violence, language and some sexuality"
909,3016087,"Rated PG-13 for intense sequences of sci-fi action and violence, language and brief suggestive material (cerificate #49008)"
910,3016094,Rated R for language and some violence
911,3016580,"Rated R for violence, language and brief drug use"
912,3017198,"Rated PG-13 for thematic and sexual content, and some nudity"
913,3020699,Rated PG for language and some fighting
914,3021308,"Rated R for violence, some gruesome images and a scene of sexuality"
915,3021364,Rated R for sequences of graphic nudity
916,3021905,"Rated R for bloody violence, disturbing images and terror"
917,3022132,"Rated R for strong violence, language, drug content and sexuality/nudity"
918,3022454,"Rated R for violence, language and a scene of sexuality/nudity"
919,3022665,Rated PG for brief mild action and language
920,3022765,Rated R for language and some sexual content
921,3024133,Rated PG for thematic elements including scary images
922,3024180,"Rated R for bloody violence, language and some sexuality"
923,3024894,"Rated PG-13 for thematic elements, some drug content and a rude gesture"
924,3027275,"Rated R for violence, language, sexuality/nudity and drug content (original rating)"
925,3029581,"Rated R for strong sexual content, graphic nudity, violence including rape, language and some drug use"
926,3029653,"Rated R for language, some sexual content/nudity and brief violence"
927,3029697,Rated R for language including brief sexual references
928,3030154,"Rated PG for violence, peril, thematic elements and rude humor"
929,3030183,"Rated R for strong violence, language, sexual content, some nudity and drug material"
930,3030253,Rated PG for brief mild language
931,3030445,"Rated R for violence, language and some drug use"
932,3030596,"Rated R for violence, language and brief drug use"
933,3030790,"Rated PG-13 for disturbing and violent images, sexual content and language"
934,3031060,"Rated R for violence involving sexual assault, disturbing sexual content, some grisly images, brief graphic nudity, and language"
935,3031194,Rated NC-17 for explicit sexual content
936,3031612,Rated PG-13 for brief strong language
937,3031637,Rated R for disturbing violence and some sexuality
938,3031851,Rated R for some language
939,3032040,Rated R for strong bloody violence and language throughout
940,3032668,Rated R for language and some terror
941,3033087,Rated PG for mild thematic elements
942,3033402,"Rated PG-13 for violent content, brief strong language and smoking (historical)"
943,3033496,Rated R for some bloody violence
944,3033527,Rated R for violence and pervasive language
945,3034130,Rated PG-13 for brief sexuality and some disturbing images
946,3034453,Rated R for sexual content and some violent images
947,3034688,Rated R for some war violence/bloody images
948,3034696,"Rated PG-13 for thematic content, some disturbing images, and language"
949,3035845,"Rated R for violence, language and brief sexuality"
950,3036036,"Rated R for strong violence, some disturbing images, pervasive language including sexual references, and some drug use"
951,3036155,"Rated PG-13 for some violence, sci-fi action and thematic material."
952,3036269,"Rated PG-13 for sexual content, brief partial nudity, some language and teen partying"
953,3036492,"Rated R for strong violence and language, and for sexuality and drug use"
954,3036492,Rated R for strong violence and language.
955,3036531,"Rated R for some strong sexual content, graphic nudity and language"
956,3037537,"Rated PG-13 for crude and sexual content, comic violence, language and partial nudity"
957,3037880,Rated R for language and brief violence
958,3038010,"Rated R for language, crude sexual material, a disturbing image and brief drug use"
959,3038126,"Rated R for pervasive language, strong sexual content, nudity and some drug use"
960,3039009,Rated PG for thematic elements and some disturbing images
961,3039020,"Rated PG for mild action, some scary images and brief rude language (Approved No. 48246)"
962,3039506,"Rated PG-13 for thematic content, sensuality, partial nudity and disturbing images"
963,3039604,Rated R for language throughout
964,3039843,Rated R for violence
965,3040446,Rated PG for some scary moments
966,3041760,Rated PG-13 for some thematic material
967,3041871,Rated PG for action and some mild rude humor
968,3041958,Rated R for violence and language throughout
969,3042051,Rated R for violence and a brief sexual reference
970,3042161,Rated R for violence including grisly images
971,3044165,"Rated PG-13 for thematic drug material, some sensuality and violent images"
972,3045469,Rated PG-13 for sci-fi action and peril
973,3045809,Rated PG-13 for some mature thematic material including disturbing images
974,3046411,Rated R for language and some violence
975,3046555,Rated PG-13 for intense peril and disturbing images
976,3046641,"Rated R for strong bloody violence, torture, nudity, sexual images and language"
977,3046981,Rated R for some language and disturbing images
978,3047149,"Rated R for language throughout, sexual content, drug use and some nudity"
979,3047923,"Rated R for drug use and language throughout, some sexual content and nudity"
980,3047953,"Rated R for strong bloody violence and gore, some sexual content and language"
981,3048492,"Rated R for graphic nudity, language, sexual references and some violence"
982,3048549,"Rated R for sexual content, language and brief drug use"
983,3049135,"Rated R for strong bloody horror violence, language throughout, sexual references, drug use, and some nudity"
984,3049396,"Rated R for language throughout, some violence, sexual content and drug use"
985,3049705,Rated PG-13 for violence including battle sequences and intense images
986,3049962,Rated PG-13 for some crude language
987,3050107,Rated PG-13 for thematic material and brief strong language
988,3050468,"Rated R for violence including a sexual assault, and for language"
989,3050840,"Rated R for horror violence, terror and language"
990,3050859,Rated R for violence and language
991,3050952,Rated R for language and some violence
992,3050970,"Rated R for violence, language throughout and brief sexual content/nudity"
993,3051426,"Rated PG-13 for emotional thematic material, some disturbing images, and language"
994,3051427,Rated R for pervasive language and some sexual content
995,3051629,Rated R for some violent images and language
996,3053222,Rated R for disturbing violent content and some sexuality
997,3053754,"Rated R for some sexual content, language and brief nudity"
998,3054524,Rated PG-13 for brief war violence
999,3054829,"Rated R for violence throughout, and some sexual references/content"
1000,3054830,Rated PG for mild language and some action
1001,3055074,"Rated PG-13 for thematic material, violent images, some sensuality, language and teen partying"
1002,3056663,Rated R for some sexual content and brief drug use
1003,3056941,Rated PG-13 for violent sports action and some crude references
1004,3057375,Rated PG-13 for some fantasy action violence
1005,3057396,"Rated PG-13 for sci-fi action violence, and language"
1006,3057835,Rated PG-13 for some sexuality and violence
1007,3058975,"Rated PG-13 for intense sequences of violence and action, sexual content and language"
1008,3059317,"Rated R for sexual and drug content, and brief violent images"
1009,3060160,Rated R for some sexual content/references
1010,3060871,"Rated R For crude and sexual content, pervasive language, some violence and drug use"
1011,3060985,"Rated R for bloody horror violence, disturbing images, language and some sexuality/nudity."
1012,3061153,"Rated R for bloody horror violence, language throughout and some drug use"
1013,3061387,Rated R for brutal bloody violence and brief strong language
1014,3061417,"Rated PG for thematic elements including smoking images, and brief mild language"
1015,3061545,"Rated PG-13 for disturbing thematic material, sexual content, language and drinking - all involving teens"
1016,3061939,"Rated R for violent content including bloody images, and language"
1017,3063132,Rated PG-13 for fantasy action and violence
1018,3063659,"Rated R for some bloody violence, sexuality, nudity and language"
1019,3064855,Rated PG-13 for war violence and some thematic elements
1020,3065309,"Rated R for strong crude sexual content including some graphic nudity, and for language throughout"
1021,3065316,"Rated R for strong sexual content including dialogue, some unusual behavior and graphic nudity, and for language"
1022,3065579,"Rated PG-13 for sequences of violence, brief language and thematic elements"
1023,3065748,Rated R for violence including brutal martial arts fights
1024,3066302,"Rated R for language, some drug use and violence"
1025,3066766,Rated R for violent images and brief nudity
1026,3066857,"Rated R for strong sexual content, graphic nudity, drug use, language and some violence"
1027,3067249,"Rated R for strong violent/gruesome accidents, and some language"
1028,3067341,"Rated R for disturbing violent content, and some language"
1029,3067531,Rated PG-13 for elements of violence
1030,3067794,Rated R for language
1031,3067904,Rated PG for mild thematic elements
1032,3068034,Rated PG-13 for violence and some thematic material
1033,3069254,"Rated R for strong violence, language and brief sexuality"
1034,3069366,Rated PG-13 for some crude humor and innuendo
1035,3070972,Rated PG for brief suggestive material
1036,3071081,"Rated R for violence, language, drug use and brief sexual images"
1037,3071612,"Rated R for language, some sexuality/nudity, violence and brief drug use"
1038,3071807,Rated R for violence and pervasive language including some sexual references
1039,3073494,"Rated R for drug and alcohol abuse, language, sexuality/nudity and an intense action sequence"
1040,3073526,"Rated PG-13 for thematic material, some scary images and brief language"
1041,3074185,Rated PG for thematic elements and some mild rude humor
1042,3074321,Rated PG-13 for brief suggestive material.
1043,3075722,"Rated R for crude sexual references and language throughout, and some drug use"
1044,3075841,"Rated R for language, some sexual content and brief violence"
1045,3076791,"Rated PG for rude and suggestive content, innuendo and language"
1046,3077285,"Rated PG-13 for some teen drug and alcohol use, sexual content, violence and language"
1047,3077341,Rated PG for thematic elements and some language
1048,3077429,"Rated R for strong sexual content throughout, language and some drug use"
1049,3077720,Rated R for war violence and some disturbing images
1050,3078053,"Rated R for language, some drug content and brief sexual images"
1051,3078141,"Rated PG for thematic material, some violence and mild language"
1052,3078424,"Rated R for violence, pervasive language, drug content and brief nudity"
1053,3078902,Rated R for war violence and grisly images
1054,3079010,Rated R for violence and some brutality throughout
1055,3079040,"Rated R for strong violence throughout, sexual content/nudity and pervasive language"
1056,3079139,Rated R for language and some violence
1057,3079544,"Rated R for language, some violence and sexual content"
1058,3080357,Rated PG for some thematic elements and incidental smoking
1059,3080545,Rated R for violence and some language
1060,3080643,Rated R for some violence
1061,3080656,"Rated R for language, sexual content, some graphic nudity and brief drug use"
1062,3081105,Rated PG for some thematic elements
1063,3081470,"Rated R for sexual content, language and brief drug use"
1064,3082166,Rated R for some drug use and a scene of violence
1065,3082395,"Rated PG for thematic elements, a disturbing image, language and smoking"
1066,3083035,Rated R for sexual references and language
1067,3083306,Rated R for language and some sexual content
1068,3083319,Rated R for language and some sexual content/nudity
1069,3083547,"Rated R for bloody violence and gore, language and some sexual content"
1070,3083592,"Rated R for bloody violence and grisly images, and language"
1071,3083630,"Rated PG for thematic elements, scary images and action"
1072,3084466,"Rated R for bloody violence and gore, pervasive language, sexual content and drug use - all involving teens"
1073,3084497,"Rated R for language, some sexual content and drug use"
1074,3084898,Rated PG for some action/peril and rude humor
1075,3084944,Rated R for some violence
1076,3084953,"Rated R for strong violence, pervasive language, sexual references and drug use"
1077,3085076,Rated R for brief language
1078,3085098,Rated R for brutal battle scenes and disturbing graphic images
1079,3085251,Rated R for some violence
1080,3085469,"Rated PG-13 for some thematic elements, language and sexuality"
1081,3085511,"Rated R for strong sexual content, nudity, drug use, violence and pervasive language"
1082,3085520,"Rated R for crude sexual content, nudity, language and drug use"
1083,3085546,"Rated R for some bloody violence, language and sexuality/nudity"
1084,3085579,Rated PG-13 for thematic situations involving violence.
1085,3085598,Rated R for drug content and language including some sexual references
1086,3085640,Rated R for language and some bloody violence
1087,3087073,"Rated R for horror violence, disturbing images, and language"
1088,3087090,Rated R for language including some crude sexual references
1089,3087330,Rated R for some violent content and brief sexuality
1090,3087335,Rated R for sexual content and language
1091,3087466,"Rated R for bloody horror violence, and language including some sexual references"
1092,3087768,"Rated PG for mild rude humor, language and action"
1093,3088466,Rated PG-13 for brief drug use and a sexual situation
1094,3088836,Rated PG for language and thematic elements
1095,3089004,Rated PG for language and some thematic elements
1096,3089091,"Rated PG-13 for violence including a sexual assault, and brief strong language"
1097,3089336,Rated PG for some action and mild rude humor
1098,3089569,"Rated R for some violence, language throughout and some drug use"
1099,3091536,Rated PG for brief mild language and incidental smoking
1100,3091772,"Rated PG-13 for crude and suggestive material, partying, and language"
1101,3091951,"Rated R for language throughout, sexual references, some drugs, drinking and smoking - all involving kids"
1102,3092544,"Rated PG-13 for intense sequences of violence and action and mayhem throughout, some sexuality and language"
1103,3092567,"Rated PG-13 for prolonged frenetic sequences of violence, action and mayhem, suggestive content and brief strong language (certificate no. 49544)"
1104,3092712,"Rated R for strong sequences of war violence, some grisly images, and language throughout"
1105,3093579,Rated R for a scene of sexuality/nudity
1106,3094168,Rated R for sexual references
1107,3094218,"Rated PG-13 for intense sequences of combat violence and martial arts action throughout, and for brief sensuality and language"
1108,3094540,Rated R for some sexuality
1109,3095712,"Rated R for bloody horror violence, some nudity and brief language"
1110,3095717,"Rated R for bloody violence, grisly images, some language and brief nudity"
1111,3095834,"Rated PG-13 for some suggestive content, partial nudity and a rude gesture"
1112,3096027,Rated R for some violence and language
1113,3097338,Rated R for strong violence and language
1114,3098112,Rated PG-13 for sci-fi action and violence
1115,3099408,"Rated PG for thematic material, some language including a rude gesture and brief smoking"
1116,3100861,Rated R for sexuality/nudity and language
1117,3101148,Rated PG-13 for sex references and a drug-related gesture
1118,3101301,Rated PG-13 for thematic material and brief strong language
1119,3101348,"Rated R for strong sexual content, drug use and language"
1120,3101663,Rated PG-13 for some thematic elements and suggestive content
1121,3101677,"Rated PG for thematic elements, brief language and some smoking images"
1122,3102223,"Rated PG-13 for thematic material involving sexuality and bullying, sexual content including references, language, and teen drinking"
1123,3103008,"Rated R for war violence, brief nudity and language"
1124,3103383,"Rated R for crude and sexual content, nudity, drug use and language"
1125,3103503,"Rated R for pervasive crude and sexual content and language, some graphic nudity, and drug material"
1126,3103629,"Rated PG-13 for sexual content, drug use, some strong language, and violent situations"
1127,3103714,Rated PG for some mild rude humor and language
1128,3103749,Rated PG for rude humor
1129,3103777,"Rated R for strong bloody violence, pervasive language, some drug use and sexual material"
1130,3103903,"Rated PG-13 for intense action, violence and mayhem throughout, some rude gestures, and language"
1131,3105281,"Rated PG-13 for intense sequences of action and violence, some disturbing images, and language"
1132,3105346,"Rated PG-13 for language including some sexual references, and drug material"
1133,3105347,"Rated R for strong sexual content, brief graphic nudity, pervasive language, some drug use and violence."
1134,3105459,Rated PG-13 for supernatural action and some crude humor
1135,3106305,"Rated PG-13 for thematic elements, language and some suggestive material"
1136,3106753,Rated R for drug content and language
1137,3106767,"Rated PG-13 for mature thematic material involving mistreatment, some drug content, violence and language - all concerning teens."
1138,3106939,"Rated PG-13 for mature disturbing thematic material involving teen choices - sexuality, drinking, smoking, and for language"
1139,3107017,"Rated R for language including some sexual references, and horror images"
1140,3107692,"Rated PG-13 for mature thematic elements, sexual content including crude references, and drinking - all involving teens"
1141,3107752,Rated PG-13 for sexual content and language
1142,3107784,"Rated R for some sexuality, nudity and language"
1143,3107839,Rated PG-13 for thematic material including disturbing images
1144,3107920,Rated R for sex references and brief nudity
1145,3108133,"Rated R for violence, some sexual content/nudity and language"
1146,3108259,"Rated R for bloody horror violence, sexuality/nudity and language"
1147,3109902,"Rated PG for action violence, peril, some rude humor, language and mild sensuality"
1148,3110330,Rated R for language
1149,3110349,"Rated PG for thematic elements, brief language and some sensuality"
1150,3110380,Rated PG for thematic elements and brief language
1151,3111122,"Rated R for sexual content, some graphic nudity, drug use and language"
1152,3111125,"Rated R for sexual content, brief graphic nudity, some disturbing material, and for language"
1153,3111808,"Rated PG-13 for sexual content, language, brief violence and drug material"
1154,3112025,"Rated R for violence, menace, language and brief nudity"
